Id,Step,Pop,Drivers
0,192,4,1
0,193,4,1
0,194,4,1
0,195,4,1
0,196,4,1
0,197,4,1
0,198,5,1
0,199,5,1
0,200,5,1
0,201,5,1
0,202,5,1
0,203,5,1
0,204,5,1
0,205,5,1
0,206,5,1
0,207,6,1
0,208,7,1
0,209,7,1
0,210,7,1
0,211,8,1
0,212,8,1
0,213,8,1
0,214,8,1
0,215,8,1
0,216,9,1
0,217,9,1
0,218,9,1
0,219,9,1
0,220,9,1
0,221,11,1
0,222,11,1
0,223,11,1
0,224,11,1
0,225,11,1
0,226,11,1
0,227,11,1
0,228,11,1
0,229,11,1
0,230,11,1
0,231,12,1
0,232,12,1
0,233,13,1
0,234,12,1
0,235,13,1
0,236,13,1
0,237,12,1
0,238,12,1
0,239,13,1
0,240,10,1
0,241,10,1
0,242,10,1
0,243,10,1
0,244,10,1
0,245,10,1
0,246,11,1
0,247,11,1
0,248,11,1
0,249,11,1
0,250,11,1
0,251,11,1
0,252,11,1
0,253,10,1
0,254,10,1
0,255,10,1
0,256,10,1
0,257,10,1
0,258,10,1
0,259,10,1
0,260,10,1
0,261,10,1
0,262,10,1
0,263,10,1
0,264,10,1
0,265,9,1
0,266,9,1
0,267,9,1
0,268,10,1
0,269,10,1
0,270,10,1
0,271,10,1
0,272,11,1
0,273,11,1
0,274,11,1
0,275,11,1
0,276,11,1
0,277,12,1
0,278,12,1
0,279,12,1
0,280,12,1
0,281,11,1
0,282,11,1
0,283,11,1
0,284,11,1
0,285,11,1
0,286,11,1
0,287,11,1
0,288,12,1
0,289,12,1
0,290,12,1
0,291,12,1
0,292,12,1
0,293,12,1
0,294,13,1
0,295,12,1
0,296,13,1
0,297,13,1
0,298,13,1
0,299,13,1
0,300,13,1
0,301,13,1
0,302,13,1
0,303,13,1
0,304,13,1
0,305,14,1
0,306,15,1
0,307,15,1
0,308,15,1
0,309,14,1
0,310,14,1
0,311,14,1
0,312,14,1
0,313,14,1
0,314,15,1
0,315,16,1
0,316,16,1
0,317,15,1
0,318,15,1
0,319,16,1
0,320,16,1
0,321,15,1
0,322,15,1
0,323,15,1
0,324,14,1
0,325,14,1
0,326,12,1
0,327,13,1
0,328,13,1
0,329,13,1
0,330,14,1
0,331,15,1
0,332,15,1
0,333,15,1
0,334,15,1
0,335,16,1
0,336,16,1
0,337,16,1
0,338,17,1
0,339,17,1
0,340,17,1
0,341,17,1
0,342,16,1
0,343,16,1
0,344,17,1
0,345,17,1
0,346,17,1
0,347,17,1
0,348,17,1
0,349,16,1
0,350,16,1
0,351,15,1
0,352,15,1
0,353,15,1
0,354,15,1
0,355,15,1
0,356,16,1
0,357,17,1
0,358,17,1
0,359,18,1
0,360,18,1
0,361,17,1
0,362,17,1
0,363,17,1
0,364,16,1
0,365,16,1
0,366,16,1
0,367,16,1
0,368,16,1
0,369,16,1
0,370,16,1
0,371,16,1
0,372,16,1
0,373,16,1
0,374,17,1
0,375,16,1
0,376,16,1
0,377,16,1
0,378,16,1
0,379,16,1
0,380,14,1
0,381,15,1
0,382,15,1
0,383,16,1
0,384,15,1
0,385,15,1
0,386,15,1
0,387,15,1
0,388,14,1
0,389,14,1
0,390,14,1
0,391,14,1
0,392,14,1
0,393,13,1
0,394,12,1
0,395,12,1
0,396,12,1
0,397,13,1
0,398,13,1
0,399,13,1
0,400,13,1
0,401,13,1
0,402,13,1
0,403,13,1
0,404,13,1
0,405,13,1
0,406,13,1
0,407,13,1
0,408,14,1
0,409,15,1
0,410,15,1
0,411,15,1
0,412,15,1
0,413,15,1
0,414,15,1
0,415,15,1
0,416,15,1
0,417,15,1
0,418,15,1
0,419,15,1
0,420,15,1
0,421,15,1
0,422,16,1
0,423,16,1
0,424,16,1
0,425,16,1
0,426,16,1
0,427,16,1
0,428,17,1
0,429,17,1
0,430,17,1
0,431,17,1
0,432,17,1
0,433,17,1
0,434,17,1
0,435,17,1
0,436,16,1
0,437,16,1
0,438,16,1
0,439,16,1
0,440,16,1
0,441,16,1
0,442,17,1
0,443,18,1
0,444,19,1
0,445,19,1
0,446,19,1
0,447,19,1
0,448,20,1
0,449,20,1
0,450,19,1
0,451,19,1
0,452,20,1
0,453,20,1
0,454,20,1
0,455,21,1
0,456,21,1
0,457,21,1
0,458,21,1
0,459,21,1
0,460,21,1
0,461,22,1
0,462,22,1
0,463,23,1
0,464,25,1
0,465,25,1
0,466,25,1
0,467,25,1
0,468,26,1
0,469,26,1
0,470,26,1
0,471,26,1
0,472,26,1
0,473,27,1
0,474,28,1
0,475,28,1
0,476,28,1
0,477,27,1
0,478,27,1
0,479,27,1
0,480,27,1
0,481,27,1
0,482,27,1
0,483,27,1
0,484,27,1
0,485,29,1
0,486,28,1
0,487,29,1
0,488,29,1
0,489,29,1
0,490,30,1
0,491,32,1
0,492,31,1
0,493,31,1
0,494,31,1
0,495,32,1
0,496,32,1
0,497,33,1
0,498,33,1
0,499,34,1
0,500,34,1
0,501,35,1
0,502,35,1
0,503,35,1
0,504,36,1
0,505,37,1
0,506,37,1
0,507,39,1
0,508,39,1
0,509,39,1
0,510,40,1
0,511,40,1
0,512,40,1
0,513,40,1
0,514,40,1
0,515,39,1
0,516,39,1
0,517,40,1
0,518,41,1
0,519,40,1
0,520,40,1
0,521,40,1
0,522,40,1
0,523,42,1
0,524,43,1
0,525,44,1
0,526,44,1
0,527,45,1
0,528,44,1
0,529,44,1
0,530,44,1
0,531,43,1
0,532,44,1
0,533,42,1
0,534,40,1
0,535,40,1
0,536,41,1
0,537,41,1
0,538,41,1
0,539,40,1
0,540,40,1
0,541,38,1
0,542,38,1
0,543,38,1
0,544,39,1
0,545,39,1
0,546,40,1
0,547,38,1
0,548,38,1
0,549,38,1
0,550,38,1
0,551,37,1
0,552,37,1
0,553,37,1
0,554,37,1
0,555,38,1
0,556,38,1
0,557,38,1
0,558,38,1
0,559,37,1
0,560,38,1
0,561,38,1
0,562,39,1
0,563,39,1
0,564,40,1
0,565,40,1
0,566,39,1
0,567,39,1
0,568,39,1
0,569,37,1
0,570,37,1
0,571,38,1
0,572,38,1
0,573,36,1
0,574,36,1
0,575,36,1
0,576,36,1
0,577,36,1
0,578,39,1
0,579,38,1
0,580,38,1
0,581,39,1
0,582,39,1
0,583,39,1
0,584,40,1
0,585,39,1
0,586,41,1
0,587,41,1
0,588,42,1
0,589,43,1
0,590,44,1
0,591,44,1
0,592,44,1
0,593,45,1
0,594,47,1
0,595,46,1
0,596,46,1
0,597,47,1
0,598,49,1
0,599,50,1
0,600,53,1
0,601,53,1
0,602,53,1
0,603,52,1
0,604,51,1
0,605,50,1
0,606,51,1
0,607,51,1
0,608,51,1
0,609,50,1
0,610,49,1
0,611,48,1
0,612,45,1
0,613,45,1
0,614,46,1
0,615,45,1
0,616,45,1
0,617,44,1
0,618,45,1
0,619,46,1
0,620,46,1
0,621,45,1
0,622,45,1
0,623,46,1
0,624,47,1
0,625,47,1
0,626,47,1
0,627,47,1
0,628,46,1
0,629,46,1
0,630,47,1
0,631,45,1
0,632,46,1
0,633,46,1
0,634,48,1
0,635,48,1
0,636,48,1
0,637,47,1
0,638,47,1
0,639,47,1
0,640,47,1
0,641,47,1
0,642,47,1
0,643,47,1
0,644,46,1
0,645,46,1
0,646,44,1
0,647,45,1
0,648,46,1
0,649,46,1
0,650,45,1
0,651,43,1
0,652,44,1
0,653,44,1
0,654,43,1
0,655,43,1
0,656,43,1
0,657,44,1
0,658,43,1
0,659,44,1
0,660,45,1
0,661,46,1
0,662,47,1
0,663,46,1
0,664,46,1
0,665,45,1
0,666,44,1
0,667,46,1
0,668,45,1
0,669,45,1
0,670,47,1
0,671,45,1
0,672,44,1
0,673,46,1
0,674,46,1
0,675,46,1
0,676,48,1
0,677,49,1
0,678,49,1
0,679,49,1
0,680,50,1
0,681,51,1
0,682,51,1
0,683,51,1
0,684,50,1
0,685,49,1
0,686,48,1
0,687,47,1
0,688,47,1
0,689,47,1
0,690,48,1
0,691,48,1
0,692,48,1
0,693,46,1
0,694,48,1
0,695,48,1
0,696,47,1
0,697,46,1
0,698,46,1
0,699,48,1
0,700,47,1
0,701,47,1
0,702,47,1
0,703,48,1
0,704,52,1
0,705,53,1
0,706,55,1
0,707,57,1
0,708,58,1
0,709,59,1
0,710,59,1
0,711,59,1
0,712,59,1
0,713,59,1
0,714,60,1
0,715,61,1
0,716,62,1
0,717,62,1
0,718,62,1
0,719,63,1
0,720,64,1
0,721,63,1
0,722,63,1
0,723,62,1
0,724,61,1
0,725,62,1
0,726,61,1
0,727,61,1
0,728,61,1
0,729,63,1
0,730,64,1
0,731,66,1
0,732,65,1
0,733,65,1
0,734,66,1
0,735,66,1
0,736,67,1
0,737,68,1
0,738,68,1
0,739,66,1
0,740,64,1
0,741,64,1
0,742,63,1
0,743,65,1
0,744,65,1
0,745,66,1
0,746,68,1
0,747,70,1
0,748,69,1
0,749,70,1
0,750,68,1
0,751,68,1
0,752,67,1
0,753,67,1
0,754,66,1
0,755,66,1
0,756,66,1
0,757,66,1
0,758,65,1
0,759,65,1
0,760,65,1
0,761,64,1
0,762,65,1
0,763,64,1
0,764,65,1
0,765,65,1
0,766,65,1
0,767,65,1
0,768,65,1
0,769,65,1
0,770,65,1
0,771,64,1
0,772,63,1
0,773,65,1
0,774,65,1
0,775,65,1
0,776,66,1
0,777,67,1
0,778,67,1
0,779,67,1
0,780,68,1
0,781,68,1
0,782,69,1
0,783,69,1
0,784,72,1
0,785,71,1
0,786,71,1
0,787,73,1
0,788,73,1
0,789,74,1
0,790,75,1
0,791,75,1
0,792,75,1
0,793,76,1
0,794,75,1
0,795,73,1
0,796,75,1
0,797,76,1
0,798,76,1
0,799,76,1
0,800,77,1
0,801,77,1
0,802,76,1
0,803,76,1
0,804,77,1
0,805,77,1
0,806,76,1
0,807,77,1
0,808,78,1
0,809,79,1
0,810,77,1
0,811,76,1
0,812,76,1
0,813,75,1
0,814,80,1
0,815,82,1
0,816,85,1
0,817,86,1
0,818,86,1
0,819,85,1
0,820,85,1
0,821,85,1
0,822,85,1
0,823,85,1
0,824,85,1
0,825,84,1
0,826,85,1
0,827,85,1
0,828,86,1
0,829,85,1
0,830,83,1
0,831,81,1
0,832,84,1
0,833,85,1
0,834,85,1
0,835,84,1
0,836,85,1
0,837,84,1
0,838,83,1
0,839,86,1
0,840,86,1
0,841,87,1
0,842,86,1
0,843,87,1
0,844,86,1
0,845,85,1
0,846,86,1
0,847,85,1
0,848,85,1
0,849,84,1
0,850,84,1
0,851,85,1
0,852,85,1
0,853,89,1
0,854,89,1
0,855,89,1
0,856,89,1
0,857,88,1
0,858,88,1
0,859,90,1
0,860,90,1
0,861,90,1
0,862,90,1
0,863,90,1
0,864,89,1
0,865,90,1
0,866,93,1
0,867,94,1
0,868,94,1
0,869,94,1
0,870,95,1
0,871,92,1
0,872,94,1
0,873,93,1
0,874,95,1
0,875,95,1
0,876,93,1
0,877,89,1
0,878,91,1
0,879,92,1
0,880,91,1
0,881,91,1
0,882,90,1
0,883,90,1
0,884,89,1
0,885,89,1
0,886,88,1
0,887,90,1
0,888,89,1
0,889,90,1
0,890,91,1
0,891,92,1
0,892,91,1
0,893,91,1
0,894,90,1
0,895,90,1
0,896,92,1
0,897,93,1
0,898,95,1
0,899,97,1
0,900,97,1
0,901,97,1
0,902,97,1
0,903,98,1
0,904,97,1
0,905,99,1
0,906,100,1
0,907,101,1
0,908,99,1
0,909,99,1
0,910,97,1
0,911,97,1
0,912,100,1
0,913,99,1
0,914,99,1
0,915,99,1
0,916,100,1
0,917,100,1
0,918,100,1
0,919,101,1
0,920,102,1
0,921,101,1
0,922,101,1
0,923,102,1
0,924,102,1
0,925,104,1
0,926,104,1
0,927,106,1
0,928,108,1
0,929,108,1
0,930,109,1
0,931,110,1
0,932,110,1
0,933,108,1
0,934,111,1
0,935,112,1
0,936,115,1
0,937,114,1
0,938,113,1
0,939,114,1
0,940,114,1
0,941,115,1
0,942,117,1
0,943,119,1
0,944,121,1
0,945,118,1
0,946,118,1
0,947,119,1
0,948,117,1
0,949,118,1
0,950,116,1
0,951,116,1
0,952,118,1
0,953,121,1
0,954,119,1
0,955,119,1
0,956,118,1
0,957,118,1
0,958,116,1
0,959,117,1
0,960,118,1
0,961,115,1
0,962,116,1
0,963,119,1
0,964,118,1
0,965,118,1
0,966,112,1
0,967,113,1
0,968,112,1
0,969,110,1
0,970,113,1
0,971,112,1
0,972,114,1
0,973,112,1
0,974,111,1
0,975,110,1
0,976,110,1
0,977,110,1
0,978,112,1
0,979,110,1
0,980,106,1
0,981,108,1
0,982,106,1
0,983,106,1
0,984,105,1
0,985,103,1
0,986,104,1
0,987,104,1
0,988,105,1
0,989,105,1
0,990,106,1
0,991,108,1
0,992,110,1
0,993,111,1
0,994,111,1
0,995,110,1
0,996,109,1
0,997,109,1
0,998,108,1
0,999,110,1
0,1000,105,1
0,1001,104,1
0,1002,105,1
0,1003,107,1
0,1004,108,1
0,1005,108,1
0,1006,109,1
0,1007,107,1
0,1008,108,1
0,1009,107,1
0,1010,107,1
0,1011,109,1
0,1012,110,1
0,1013,111,1
0,1014,109,1
0,1015,112,1
0,1016,112,1
0,1017,109,1
0,1018,108,1
0,1019,108,1
0,1020,108,1
0,1021,108,1
0,1022,108,1
0,1023,109,1
0,1024,113,1
0,1025,113,1
0,1026,112,1
0,1027,112,1
0,1028,112,1
0,1029,114,1
0,1030,115,1
0,1031,113,1
0,1032,114,1
0,1033,116,1
0,1034,115,1
0,1035,118,1
0,1036,119,1
0,1037,121,1
0,1038,122,1
0,1039,122,1
0,1040,121,1
0,1041,121,1
0,1042,121,1
0,1043,120,1
0,1044,121,1
0,1045,120,1
0,1046,122,1
0,1047,123,1
0,1048,122,1
0,1049,123,1
0,1050,124,1
0,1051,125,1
0,1052,126,1
0,1053,129,1
0,1054,131,1
0,1055,129,1
0,1056,128,1
0,1057,127,1
0,1058,128,1
0,1059,127,1
0,1060,123,1
0,1061,124,1
0,1062,128,1
0,1063,128,1
0,1064,128,1
0,1065,127,1
0,1066,128,1
0,1067,129,1
0,1068,129,1
0,1069,128,1
0,1070,128,1
0,1071,126,1
0,1072,127,1
0,1073,126,1
0,1074,129,1
0,1075,130,1
0,1076,128,1
0,1077,127,1
0,1078,127,1
0,1079,128,1
0,1080,129,1
0,1081,127,1
0,1082,127,1
0,1083,124,1
0,1084,124,1
0,1085,125,1
0,1086,124,1
0,1087,125,1
0,1088,124,1
0,1089,124,1
0,1090,125,1
0,1091,126,1
0,1092,126,1
0,1093,126,1
0,1094,126,1
0,1095,125,1
0,1096,124,1
0,1097,123,1
0,1098,124,1
0,1099,126,1
0,1100,129,1
0,1101,130,1
0,1102,128,1
0,1103,128,1
0,1104,126,1
0,1105,125,1
0,1106,122,1
0,1107,123,1
0,1108,123,1
0,1109,127,1
0,1110,125,1
0,1111,126,1
0,1112,128,1
0,1113,128,1
0,1114,130,1
0,1115,129,1
0,1116,129,1
0,1117,129,1
0,1118,129,1
0,1119,127,1
0,1120,126,1
0,1121,126,1
0,1122,126,1
0,1123,122,1
0,1124,122,1
0,1125,120,1
0,1126,119,1
0,1127,120,1
0,1128,122,1
0,1129,121,1
0,1130,120,1
0,1131,120,1
0,1132,121,1
0,1133,122,1
0,1134,123,1
0,1135,123,1
0,1136,123,1
0,1137,123,1
0,1138,125,1
0,1139,124,1
0,1140,125,1
0,1141,125,1
0,1142,125,1
0,1143,126,1
0,1144,121,1
0,1145,121,1
0,1146,122,1
0,1147,121,1
0,1148,120,1
0,1149,119,1
0,1150,120,1
0,1151,119,1
0,1152,119,1
0,1153,120,1
0,1154,118,1
0,1155,119,1
0,1156,120,1
0,1157,116,1
0,1158,116,1
0,1159,115,1
0,1160,116,1
0,1161,116,1
0,1162,115,1
0,1163,114,1
0,1164,114,1
0,1165,117,1
0,1166,116,1
0,1167,115,1
0,1168,114,1
0,1169,112,1
0,1170,111,1
0,1171,114,1
0,1172,113,1
0,1173,114,1
0,1174,113,1
0,1175,115,1
0,1176,115,1
0,1177,112,1
0,1178,113,1
0,1179,115,1
0,1180,115,1
0,1181,113,1
0,1182,113,1
0,1183,112,1
0,1184,112,1
0,1185,111,1
0,1186,111,1
0,1187,111,1
0,1188,113,1
0,1189,115,1
0,1190,115,1
0,1191,117,1
0,1192,115,1
0,1193,112,1
0,1194,114,1
0,1195,113,1
0,1196,110,1
0,1197,107,1
0,1198,107,1
0,1199,107,1
0,1200,107,1
0,1201,108,1
0,1202,110,1
0,1203,110,1
0,1204,111,1
0,1205,110,1
0,1206,108,1
0,1207,107,1
0,1208,106,1
0,1209,109,1
0,1210,107,1
0,1211,110,1
0,1212,109,1
0,1213,109,1
0,1214,108,1
0,1215,108,1
0,1216,108,1
0,1217,108,1
0,1218,106,1
0,1219,103,1
0,1220,104,1
0,1221,103,1
0,1222,103,1
0,1223,108,1
0,1224,108,1
0,1225,106,1
0,1226,108,1
0,1227,109,1
0,1228,109,1
0,1229,108,1
0,1230,108,1
0,1231,109,1
0,1232,113,1
0,1233,108,1
0,1234,108,1
0,1235,110,1
0,1236,110,1
0,1237,110,1
0,1238,112,1
0,1239,110,1
0,1240,111,1
0,1241,111,1
0,1242,110,1
0,1243,111,1
0,1244,111,1
0,1245,112,1
0,1246,113,1
0,1247,113,1
0,1248,111,1
0,1249,106,1
0,1250,105,1
0,1251,105,1
0,1252,107,1
0,1253,109,1
0,1254,110,1
0,1255,111,1
0,1256,114,1
0,1257,118,1
0,1258,119,1
0,1259,119,1
0,1260,118,1
0,1261,118,1
0,1262,120,1
0,1263,119,1
0,1264,121,1
0,1265,123,1
0,1266,123,1
0,1267,122,1
0,1268,123,1
0,1269,124,1
0,1270,125,1
0,1271,124,1
0,1272,124,1
0,1273,124,1
0,1274,123,1
0,1275,125,1
0,1276,129,1
0,1277,133,1
0,1278,134,1
0,1279,135,1
0,1280,140,1
0,1281,138,1
0,1282,137,1
0,1283,135,1
0,1284,136,1
0,1285,136,1
0,1286,137,1
0,1287,134,1
0,1288,134,1
0,1289,134,1
0,1290,132,1
0,1291,134,1
0,1292,133,1
0,1293,133,1
0,1294,134,1
0,1295,134,1
0,1296,135,1
0,1297,137,1
0,1298,137,1
0,1299,135,1
0,1300,134,1
0,1301,137,1
0,1302,137,1
0,1303,135,1
0,1304,136,1
0,1305,136,1
0,1306,135,1
0,1307,136,1
0,1308,136,1
0,1309,136,1
0,1310,141,1
0,1311,144,1
0,1312,147,1
0,1313,147,1
0,1314,146,1
0,1315,143,1
0,1316,146,1
0,1317,149,1
0,1318,148,1
0,1319,146,1
0,1320,147,1
0,1321,148,1
0,1322,146,1
0,1323,145,1
0,1324,146,1
0,1325,145,1
0,1326,144,1
0,1327,146,1
0,1328,144,1
0,1329,147,1
0,1330,147,1
0,1331,147,1
0,1332,149,1
0,1333,149,1
0,1334,149,1
0,1335,149,1
0,1336,148,1
0,1337,148,1
0,1338,150,1
0,1339,150,1
0,1340,153,1
0,1341,154,1
0,1342,152,1
0,1343,152,1
0,1344,153,1
0,1345,155,1
0,1346,158,1
0,1347,156,1
0,1348,155,1
0,1349,156,1
0,1350,157,1
0,1351,154,1
0,1352,153,1
0,1353,154,1
0,1354,155,1
0,1355,156,1
0,1356,157,1
0,1357,158,1
0,1358,159,1
0,1359,161,1
0,1360,164,1
0,1361,164,1
0,1362,166,1
0,1363,163,1
0,1364,161,1
0,1365,161,1
0,1366,161,1
0,1367,163,1
0,1368,163,1
0,1369,163,1
0,1370,163,1
0,1371,168,1
0,1372,167,1
0,1373,168,1
0,1374,168,1
0,1375,170,1
0,1376,170,1
0,1377,173,1
0,1378,173,1
0,1379,177,1
0,1380,177,1
0,1381,174,1
0,1382,176,1
0,1383,176,1
0,1384,176,1
0,1385,176,1
0,1386,177,1
0,1387,176,1
0,1388,175,1
0,1389,173,1
0,1390,174,1
0,1391,176,1
0,1392,177,1
0,1393,175,1
0,1394,176,1
0,1395,177,1
0,1396,175,1
0,1397,175,1
0,1398,173,1
0,1399,171,1
0,1400,174,1
0,1401,174,1
0,1402,174,1
0,1403,174,1
0,1404,174,1
0,1405,176,1
0,1406,177,1
0,1407,179,1
0,1408,181,1
0,1409,179,1
0,1410,178,1
0,1411,181,1
0,1412,183,1
0,1413,186,1
0,1414,189,1
0,1415,188,1
0,1416,189,1
0,1417,189,1
0,1418,188,1
0,1419,187,1
0,1420,187,1
0,1421,186,1
0,1422,186,1
0,1423,186,1
0,1424,189,1
0,1425,191,1
0,1426,190,1
0,1427,190,1
0,1428,191,1
0,1429,190,1
0,1430,192,1
0,1431,193,1
0,1432,191,1
0,1433,191,1
0,1434,190,1
0,1435,191,1
0,1436,190,1
0,1437,190,1
0,1438,193,1
0,1439,193,1
0,1440,196,1
0,1441,196,1
0,1442,197,1
0,1443,199,1
0,1444,200,1
0,1445,201,1
0,1446,204,1
0,1447,200,1
0,1448,204,1
0,1449,204,1
0,1450,203,1
0,1451,201,1
0,1452,203,1
0,1453,203,1
0,1454,200,1
0,1455,199,1
0,1456,206,1
0,1457,209,1
0,1458,207,1
0,1459,209,1
0,1460,206,1
0,1461,209,1
0,1462,209,1
0,1463,213,1
0,1464,211,1
0,1465,211,1
0,1466,213,1
0,1467,218,1
0,1468,218,1
0,1469,220,1
0,1470,220,1
0,1471,219,1
0,1472,218,1
0,1473,216,1
0,1474,213,1
0,1475,210,1
0,1476,212,1
0,1477,210,1
0,1478,211,1
0,1479,213,1
0,1480,213,1
0,1481,214,1
0,1482,215,1
0,1483,212,1
0,1484,214,1
0,1485,214,1
0,1486,216,1
0,1487,215,1
0,1488,213,1
0,1489,214,1
0,1490,214,1
0,1491,213,1
0,1492,213,1
0,1493,216,1
0,1494,218,1
0,1495,218,1
0,1496,221,1
0,1497,227,1
0,1498,222,1
0,1499,225,1
0,1500,227,1
0,1501,226,1
0,1502,226,1
0,1503,226,1
0,1504,227,1
0,1505,229,1
0,1506,228,1
0,1507,228,1
0,1508,229,1
0,1509,231,1
0,1510,232,1
0,1511,233,1
0,1512,235,1
0,1513,239,1
0,1514,239,1
0,1515,239,1
0,1516,240,1
0,1517,240,1
0,1518,240,1
0,1519,239,1
0,1520,239,1
0,1521,240,1
0,1522,241,1
0,1523,240,1
0,1524,241,1
0,1525,238,1
0,1526,237,1
0,1527,238,1
0,1528,241,1
0,1529,241,1
0,1530,242,1
0,1531,243,1
0,1532,246,1
0,1533,248,1
0,1534,250,1
0,1535,248,1
0,1536,251,1
0,1537,249,1
0,1538,248,1
0,1539,248,1
0,1540,252,1
0,1541,250,1
0,1542,250,1
0,1543,251,1
0,1544,252,1
0,1545,252,1
0,1546,252,1
0,1547,252,1
0,1548,250,1
0,1549,249,1
0,1550,250,1
0,1551,253,1
0,1552,253,1
0,1553,253,1
0,1554,256,1
0,1555,255,1
0,1556,253,1
0,1557,255,1
0,1558,253,1
0,1559,253,1
0,1560,254,1
0,1561,254,1
0,1562,258,1
0,1563,262,1
0,1564,261,1
0,1565,263,1
0,1566,267,1
0,1567,275,1
0,1568,273,1
0,1569,272,1
0,1570,270,1
0,1571,269,1
0,1572,268,1
0,1573,264,1
0,1574,266,1
0,1575,270,1
0,1576,271,1
0,1577,272,1
0,1578,279,1
0,1579,281,1
0,1580,284,1
0,1581,283,1
0,1582,284,1
0,1583,283,1
0,1584,283,1
0,1585,283,1
0,1586,281,1
0,1587,282,1
0,1588,281,1
0,1589,282,1
0,1590,288,1
0,1591,292,1
0,1592,289,1
0,1593,288,1
0,1594,291,1
0,1595,288,1
0,1596,293,1
0,1597,294,1
0,1598,298,1
0,1599,297,1
0,1600,295,1
0,1601,293,1
0,1602,294,1
0,1603,294,1
0,1604,289,1
0,1605,294,1
0,1606,294,1
0,1607,295,1
0,1608,299,1
0,1609,300,1
0,1610,299,1
0,1611,306,1
0,1612,306,1
0,1613,310,1
0,1614,309,1
0,1615,310,1
0,1616,309,1
0,1617,305,1
0,1618,306,1
0,1619,307,1
0,1620,308,1
0,1621,309,1
0,1622,311,1
0,1623,307,1
0,1624,307,1
0,1625,311,1
0,1626,308,1
0,1627,310,1
0,1628,311,1
0,1629,315,1
0,1630,318,1
0,1631,320,1
0,1632,325,1
0,1633,326,1
0,1634,333,1
0,1635,335,1
0,1636,332,1
0,1637,339,1
0,1638,338,1
0,1639,341,1
0,1640,336,1
0,1641,338,1
0,1642,340,1
0,1643,340,1
0,1644,342,1
0,1645,344,1
0,1646,349,1
0,1647,349,1
0,1648,345,1
0,1649,346,1
0,1650,349,1
0,1651,350,1
0,1652,350,1
0,1653,349,1
0,1654,355,1
0,1655,354,1
0,1656,357,1
0,1657,358,1
0,1658,359,1
0,1659,362,1
0,1660,365,1
0,1661,364,1
0,1662,364,1
