ParentId,ChildId
	0,1
	0,2
	1,4
	1,5
	5,18
	5,53
	4,67
	4,106
	18,283
	53,644
	283,1338
	283,1789
	283,2435
	1338,5714
	1338,5982
	1789,7651
	1789,7815
	1338,8873
	1789,17045
	7815,21022
