RepeatId,GenerationId,popCount,aliveCount,totalCount,generations,treeDepth,nodeCount,leafCount,branching,subcloneTotal,subcloneSelect,clonalDiversity,treeBalance,meanDriversPerCell
42,0,1,248,23483,1000,0,1,1,0,1,1,1,0,1
43,0,1,0,1295,325,0,1,1,0,1,1,NaN,0,NaN
44,0,1,0,3419,948,0,1,1,0,1,1,NaN,0,NaN
45,0,1,236,24934,1000,0,1,1,0,1,1,1,0,1
46,0,1,194,16378,1000,0,1,1,0,1,1,1,0,1
47,0,1,83,17644,1000,0,1,1,0,1,1,1,0,1
48,0,1,21,9570,1000,0,1,1,0,1,1,1,0,1
49,0,1,739,24193,1000,0,1,1,0,1,1,1,0,1
50,0,1,62,7294,1000,0,1,1,0,1,1,1,0,1
51,0,1,69,10977,1000,0,1,1,0,1,1,1,0,1
52,0,1,0,4516,690,0,1,1,0,1,1,NaN,0,NaN
53,0,1,0,1038,257,0,1,1,0,1,1,NaN,0,NaN
54,0,1,0,1202,339,0,1,1,0,1,1,NaN,0,NaN
55,0,1,0,2320,681,0,1,1,0,1,1,NaN,0,NaN
56,0,1,27,6730,1000,0,1,1,0,1,1,1,0,1
57,0,1,221,17301,1000,0,1,1,0,1,1,1,0,1
58,0,1,0,1736,352,0,1,1,0,1,1,NaN,0,NaN
59,0,1,173,16787,1000,0,1,1,0,1,1,1,0,1
60,0,1,297,13582,1000,0,1,1,0,1,1,1,0,1
61,0,1,388,39913,1000,0,1,1,0,1,1,1,0,1
62,0,1,0,2450,649,0,1,1,0,1,1,NaN,0,NaN
63,0,1,0,742,243,0,1,1,0,1,1,NaN,0,NaN
64,0,1,46,10291,1000,0,1,1,0,1,1,1,0,1
65,0,1,186,14041,1000,0,1,1,0,1,1,1,0,1
66,0,1,86,9548,1000,0,1,1,0,1,1,1,0,1
67,0,1,196,20056,1000,0,1,1,0,1,1,1,0,1
68,0,1,342,18062,1000,0,1,1,0,1,1,1,0,1
69,0,1,10,6823,1000,0,1,1,0,1,1,1,0,1
70,0,1,79,11418,1000,0,1,1,0,1,1,1,0,1
71,0,1,0,874,290,0,1,1,0,1,1,NaN,0,NaN
72,0,1,121,8850,1000,0,1,1,0,1,1,1,0,1
73,0,1,11,3862,1000,0,1,1,0,1,1,1,0,1
74,0,1,0,2809,596,0,1,1,0,1,1,NaN,0,NaN
75,0,1,0,1995,624,0,1,1,0,1,1,NaN,0,NaN
76,0,1,80,10206,1000,0,1,1,0,1,1,1,0,1
77,0,1,206,20371,1000,0,1,1,0,1,1,1,0,1
78,0,1,0,4427,779,0,1,1,0,1,1,NaN,0,NaN
79,0,1,0,3555,647,0,1,1,0,1,1,NaN,0,NaN
80,0,1,0,5486,973,0,1,1,0,1,1,NaN,0,NaN
81,0,1,181,9839,1000,0,1,1,0,1,1,1,0,1
82,0,1,0,1840,326,0,1,1,0,1,1,NaN,0,NaN
83,0,1,216,22550,1000,0,1,1,0,1,1,1,0,1
84,0,1,597,32161,1000,0,1,1,0,1,1,1,0,1
85,0,1,382,18577,1000,0,1,1,0,1,1,1,0,1
86,0,1,14,5219,1000,0,1,1,0,1,1,1,0,1
87,0,1,175,16997,1000,0,1,1,0,1,1,1,0,1
88,0,1,0,1475,349,0,1,1,0,1,1,NaN,0,NaN
89,0,1,239,17493,1000,0,1,1,0,1,1,1,0,1
90,0,1,262,23640,1000,0,1,1,0,1,1,1,0,1
91,0,1,215,12437,1000,0,1,1,0,1,1,1,0,1
92,0,1,33,9101,1000,0,1,1,0,1,1,1,0,1
93,0,1,196,19391,1000,0,1,1,0,1,1,1,0,1
94,0,1,76,6112,1000,0,1,1,0,1,1,1,0,1
95,0,1,0,1308,324,0,1,1,0,1,1,NaN,0,NaN
96,0,1,375,23793,1000,0,1,1,0,1,1,1,0,1
97,0,1,189,14505,1000,0,1,1,0,1,1,1,0,1
98,0,1,206,26143,1000,0,1,1,0,1,1,1,0,1
99,0,1,191,15593,1000,0,1,1,0,1,1,1,0,1
100,0,1,313,21523,1000,0,1,1,0,1,1,1,0,1
101,0,1,167,16334,1000,0,1,1,0,1,1,1,0,1
102,0,1,346,16359,1000,0,1,1,0,1,1,1,0,1
103,0,1,0,3985,864,0,1,1,0,1,1,NaN,0,NaN
104,0,1,58,12168,1000,0,1,1,0,1,1,1,0,1
105,0,1,0,1430,530,0,1,1,0,1,1,NaN,0,NaN
106,0,1,118,11825,1000,0,1,1,0,1,1,1,0,1
107,0,1,60,11293,1000,0,1,1,0,1,1,1,0,1
108,0,1,231,13326,1000,0,1,1,0,1,1,1,0,1
109,0,1,0,1471,350,0,1,1,0,1,1,NaN,0,NaN
110,0,1,92,7991,1000,0,1,1,0,1,1,1,0,1
111,0,1,185,10280,1000,0,1,1,0,1,1,1,0,1
112,0,1,29,7415,1000,0,1,1,0,1,1,1,0,1
113,0,1,251,19543,1000,0,1,1,0,1,1,1,0,1
114,0,1,79,7558,1000,0,1,1,0,1,1,1,0,1
115,0,1,35,10542,1000,0,1,1,0,1,1,1,0,1
116,0,1,147,11647,1000,0,1,1,0,1,1,1,0,1
117,0,1,12,5781,1000,0,1,1,0,1,1,1,0,1
118,0,1,0,1953,512,0,1,1,0,1,1,NaN,0,NaN
119,0,1,129,15490,1000,0,1,1,0,1,1,1,0,1
120,0,1,72,12325,1000,0,1,1,0,1,1,1,0,1
121,0,1,98,11046,1000,0,1,1,0,1,1,1,0,1
122,0,1,0,5166,633,0,1,1,0,1,1,NaN,0,NaN
123,0,1,0,4138,746,0,1,1,0,1,1,NaN,0,NaN
124,0,1,0,4585,715,0,1,1,0,1,1,NaN,0,NaN
125,0,1,287,18156,1000,0,1,1,0,1,1,1,0,1
126,0,1,139,9705,1000,0,1,1,0,1,1,1,0,1
127,0,1,145,17399,1000,0,1,1,0,1,1,1,0,1
128,0,1,48,8842,1000,0,1,1,0,1,1,1,0,1
129,0,1,186,11675,1000,0,1,1,0,1,1,1,0,1
130,0,1,0,1778,666,0,1,1,0,1,1,NaN,0,NaN
131,0,1,29,12709,1000,0,1,1,0,1,1,1,0,1
132,0,1,0,10073,955,0,1,1,0,1,1,NaN,0,NaN
133,0,1,51,5588,1000,0,1,1,0,1,1,1,0,1
134,0,1,20,9464,1000,0,1,1,0,1,1,1,0,1
135,0,1,128,17959,1000,0,1,1,0,1,1,1,0,1
136,0,1,186,20252,1000,0,1,1,0,1,1,1,0,1
137,0,1,103,14920,1000,0,1,1,0,1,1,1,0,1
138,0,1,50,4995,1000,0,1,1,0,1,1,1,0,1
139,0,1,32,9242,1000,0,1,1,0,1,1,1,0,1
140,0,1,0,1728,587,0,1,1,0,1,1,NaN,0,NaN
141,0,1,21,7213,1000,0,1,1,0,1,1,1,0,1
142,0,1,0,3158,998,0,1,1,0,1,1,NaN,0,NaN
143,0,1,455,31258,1000,0,1,1,0,1,1,1,0,1
144,0,1,43,4734,1000,0,1,1,0,1,1,1,0,1
145,0,1,511,37881,1000,0,1,1,0,1,1,1,0,1
146,0,1,123,8493,1000,0,1,1,0,1,1,1,0,1
147,0,1,173,12626,1000,0,1,1,0,1,1,1,0,1
148,0,1,280,17730,1000,0,1,1,0,1,1,1,0,1
149,0,1,0,5002,695,0,1,1,0,1,1,NaN,0,NaN
150,0,1,0,6221,907,0,1,1,0,1,1,NaN,0,NaN
151,0,1,0,4746,729,0,1,1,0,1,1,NaN,0,NaN
152,0,1,0,3497,801,0,1,1,0,1,1,NaN,0,NaN
153,0,1,65,12565,1000,0,1,1,0,1,1,1,0,1
154,0,1,0,873,491,0,1,1,0,1,1,NaN,0,NaN
155,0,1,0,3046,761,0,1,1,0,1,1,NaN,0,NaN
156,0,1,293,15614,1000,0,1,1,0,1,1,1,0,1
157,0,1,394,20538,1000,0,1,1,0,1,1,1,0,1
158,0,1,120,11080,1000,0,1,1,0,1,1,1,0,1
159,0,1,81,6222,1000,0,1,1,0,1,1,1,0,1
160,0,1,35,5507,1000,0,1,1,0,1,1,1,0,1
161,0,1,23,8431,1000,0,1,1,0,1,1,1,0,1
162,0,1,219,24194,1000,0,1,1,0,1,1,1,0,1
163,0,1,251,12431,1000,0,1,1,0,1,1,1,0,1
164,0,1,0,1532,389,0,1,1,0,1,1,NaN,0,NaN
165,0,1,0,1066,210,0,1,1,0,1,1,NaN,0,NaN
166,0,1,68,8216,1000,0,1,1,0,1,1,1,0,1
167,0,1,0,5514,718,0,1,1,0,1,1,NaN,0,NaN
168,0,1,0,2408,570,0,1,1,0,1,1,NaN,0,NaN
169,0,1,57,11279,1000,0,1,1,0,1,1,1,0,1
170,0,1,20,7240,1000,0,1,1,0,1,1,1,0,1
171,0,1,340,30613,1000,0,1,1,0,1,1,1,0,1
172,0,1,0,6593,815,0,1,1,0,1,1,NaN,0,NaN
173,0,1,98,9727,1000,0,1,1,0,1,1,1,0,1
174,0,1,0,4378,627,0,1,1,0,1,1,NaN,0,NaN
175,0,1,318,28499,1000,0,1,1,0,1,1,1,0,1
176,0,1,16,12404,1000,0,1,1,0,1,1,1,0,1
177,0,1,35,8240,1000,0,1,1,0,1,1,1,0,1
178,0,1,0,3280,459,0,1,1,0,1,1,NaN,0,NaN
179,0,1,288,21485,1000,0,1,1,0,1,1,1,0,1
180,0,1,0,2344,489,0,1,1,0,1,1,NaN,0,NaN
181,0,1,296,16003,1000,0,1,1,0,1,1,1,0,1
182,0,1,271,12087,1000,0,1,1,0,1,1,1,0,1
183,0,1,58,10479,1000,0,1,1,0,1,1,1,0,1
184,0,1,0,2140,340,0,1,1,0,1,1,NaN,0,NaN
185,0,1,45,10597,1000,0,1,1,0,1,1,1,0,1
186,0,1,4,10831,1000,0,1,1,0,1,1,1,0,1
187,0,1,0,1760,693,0,1,1,0,1,1,NaN,0,NaN
188,0,1,27,10591,1000,0,1,1,0,1,1,1,0,1
189,0,1,42,9413,1000,0,1,1,0,1,1,1,0,1
190,0,1,0,5559,827,0,1,1,0,1,1,NaN,0,NaN
191,0,1,0,3823,816,0,1,1,0,1,1,NaN,0,NaN
192,0,1,0,3825,713,0,1,1,0,1,1,NaN,0,NaN
193,0,1,0,2034,396,0,1,1,0,1,1,NaN,0,NaN
194,0,1,49,12964,1000,0,1,1,0,1,1,1,0,1
195,0,1,0,853,224,0,1,1,0,1,1,NaN,0,NaN
196,0,1,0,5752,806,0,1,1,0,1,1,NaN,0,NaN
197,0,1,433,17386,1000,0,1,1,0,1,1,1,0,1
198,0,1,69,8216,1000,0,1,1,0,1,1,1,0,1
199,0,1,52,15158,1000,0,1,1,0,1,1,1,0,1
200,0,1,68,8508,1000,0,1,1,0,1,1,1,0,1
201,0,1,0,782,266,0,1,1,0,1,1,NaN,0,NaN
202,0,1,36,4799,1000,0,1,1,0,1,1,1,0,1
203,0,1,0,2711,722,0,1,1,0,1,1,NaN,0,NaN
204,0,1,40,8912,1000,0,1,1,0,1,1,1,0,1
205,0,1,74,11845,1000,0,1,1,0,1,1,1,0,1
206,0,1,20,6356,1000,0,1,1,0,1,1,1,0,1
207,0,1,12,9557,1000,0,1,1,0,1,1,1,0,1
208,0,1,87,6763,1000,0,1,1,0,1,1,1,0,1
209,0,1,0,3741,498,0,1,1,0,1,1,NaN,0,NaN
210,0,1,156,14440,1000,0,1,1,0,1,1,1,0,1
211,0,1,224,11902,1000,0,1,1,0,1,1,1,0,1
212,0,1,83,8754,1000,0,1,1,0,1,1,1,0,1
213,0,1,129,8032,1000,0,1,1,0,1,1,1,0,1
214,0,1,8,4454,1000,0,1,1,0,1,1,1,0,1
215,0,1,45,8925,1000,0,1,1,0,1,1,1,0,1
216,0,1,22,6831,1000,0,1,1,0,1,1,1,0,1
217,0,1,38,9065,1000,0,1,1,0,1,1,1,0,1
218,0,1,50,11317,1000,0,1,1,0,1,1,1,0,1
219,0,1,39,5028,1000,0,1,1,0,1,1,1,0,1
220,0,1,262,18871,1000,0,1,1,0,1,1,1,0,1
221,0,1,0,4725,742,0,1,1,0,1,1,NaN,0,NaN
222,0,1,202,11652,1000,0,1,1,0,1,1,1,0,1
223,0,1,0,1592,278,0,1,1,0,1,1,NaN,0,NaN
224,0,1,0,2125,302,0,1,1,0,1,1,NaN,0,NaN
225,0,1,93,11934,1000,0,1,1,0,1,1,1,0,1
226,0,1,100,8905,1000,0,1,1,0,1,1,1,0,1
227,0,1,0,6651,827,0,1,1,0,1,1,NaN,0,NaN
228,0,1,0,1276,256,0,1,1,0,1,1,NaN,0,NaN
229,0,1,0,6286,929,0,1,1,0,1,1,NaN,0,NaN
230,0,1,184,12320,1000,0,1,1,0,1,1,1,0,1
231,0,1,0,3113,553,0,1,1,0,1,1,NaN,0,NaN
232,0,1,67,11320,1000,0,1,1,0,1,1,1,0,1
233,0,1,0,5396,838,0,1,1,0,1,1,NaN,0,NaN
234,0,1,223,23806,1000,0,1,1,0,1,1,1,0,1
235,0,1,427,27320,1000,0,1,1,0,1,1,1,0,1
236,0,1,78,9850,1000,0,1,1,0,1,1,1,0,1
237,0,1,111,4628,1000,0,1,1,0,1,1,1,0,1
238,0,1,89,18508,1000,0,1,1,0,1,1,1,0,1
239,0,1,0,5007,921,0,1,1,0,1,1,NaN,0,NaN
240,0,1,0,3148,725,0,1,1,0,1,1,NaN,0,NaN
241,0,1,184,17645,1000,0,1,1,0,1,1,1,0,1
242,0,1,85,8043,1000,0,1,1,0,1,1,1,0,1
243,0,1,101,12971,1000,0,1,1,0,1,1,1,0,1
244,0,1,280,24691,1000,0,1,1,0,1,1,1,0,1
245,0,1,120,17485,1000,0,1,1,0,1,1,1,0,1
246,0,1,25,8081,1000,0,1,1,0,1,1,1,0,1
247,0,1,379,25073,1000,0,1,1,0,1,1,1,0,1
248,0,1,255,13829,1000,0,1,1,0,1,1,1,0,1
249,0,1,13,11824,1000,0,1,1,0,1,1,1,0,1
250,0,1,0,1911,512,0,1,1,0,1,1,NaN,0,NaN
251,0,1,0,3056,808,0,1,1,0,1,1,NaN,0,NaN
252,0,1,2,6828,1000,0,1,1,0,1,1,1,0,1
253,0,1,302,14282,1000,0,1,1,0,1,1,1,0,1
254,0,1,82,13618,1000,0,1,1,0,1,1,1,0,1
255,0,1,1,4114,1000,0,1,1,0,1,1,1,0,1
256,0,1,198,15163,1000,0,1,1,0,1,1,1,0,1
257,0,1,60,5490,1000,0,1,1,0,1,1,1,0,1
258,0,1,8,3613,1000,0,1,1,0,1,1,1,0,1
259,0,1,0,1734,340,0,1,1,0,1,1,NaN,0,NaN
260,0,1,27,6660,1000,0,1,1,0,1,1,1,0,1
261,0,1,52,9317,1000,0,1,1,0,1,1,1,0,1
262,0,1,9,8133,1000,0,1,1,0,1,1,1,0,1
263,0,1,67,5465,1000,0,1,1,0,1,1,1,0,1
264,0,1,0,2652,342,0,1,1,0,1,1,NaN,0,NaN
265,0,1,0,4118,812,0,1,1,0,1,1,NaN,0,NaN
266,0,1,48,12238,1000,0,1,1,0,1,1,1,0,1
267,0,1,488,40755,1000,0,1,1,0,1,1,1,0,1
268,0,1,0,2973,383,0,1,1,0,1,1,NaN,0,NaN
269,0,1,0,2499,533,0,1,1,0,1,1,NaN,0,NaN
270,0,1,0,5156,768,0,1,1,0,1,1,NaN,0,NaN
271,0,1,0,3542,541,0,1,1,0,1,1,NaN,0,NaN
272,0,1,142,10930,1000,0,1,1,0,1,1,1,0,1
273,0,1,65,14700,1000,0,1,1,0,1,1,1,0,1
274,0,1,316,15338,1000,0,1,1,0,1,1,1,0,1
275,0,1,115,7263,1000,0,1,1,0,1,1,1,0,1
276,0,1,0,2424,492,0,1,1,0,1,1,NaN,0,NaN
277,0,1,0,6823,953,0,1,1,0,1,1,NaN,0,NaN
278,0,1,2,10309,1000,0,1,1,0,1,1,1,0,1
279,0,1,0,3306,602,0,1,1,0,1,1,NaN,0,NaN
280,0,1,146,6683,1000,0,1,1,0,1,1,1,0,1
281,0,1,194,19772,1000,0,1,1,0,1,1,1,0,1
282,0,1,98,9305,1000,0,1,1,0,1,1,1,0,1
283,0,1,258,11667,1000,0,1,1,0,1,1,1,0,1
284,0,1,0,1489,422,0,1,1,0,1,1,NaN,0,NaN
285,0,1,0,2549,443,0,1,1,0,1,1,NaN,0,NaN
286,0,1,0,2157,429,0,1,1,0,1,1,NaN,0,NaN
287,0,1,71,7203,1000,0,1,1,0,1,1,1,0,1
288,0,1,308,22638,1000,0,1,1,0,1,1,1,0,1
289,0,1,0,3588,656,0,1,1,0,1,1,NaN,0,NaN
290,0,1,0,2928,590,0,1,1,0,1,1,NaN,0,NaN
291,0,1,0,6773,933,0,1,1,0,1,1,NaN,0,NaN
292,0,1,71,10819,1000,0,1,1,0,1,1,1,0,1
293,0,1,49,10286,1000,0,1,1,0,1,1,1,0,1
294,0,1,159,15598,1000,0,1,1,0,1,1,1,0,1
295,0,1,125,13310,1000,0,1,1,0,1,1,1,0,1
296,0,1,41,9300,1000,0,1,1,0,1,1,1,0,1
297,0,1,0,848,267,0,1,1,0,1,1,NaN,0,NaN
298,0,1,12,5259,1000,0,1,1,0,1,1,1,0,1
299,0,1,0,3572,599,0,1,1,0,1,1,NaN,0,NaN
300,0,1,199,11498,1000,0,1,1,0,1,1,1,0,1
301,0,1,0,595,177,0,1,1,0,1,1,NaN,0,NaN
302,0,1,212,13598,1000,0,1,1,0,1,1,1,0,1
303,0,1,6,7371,1000,0,1,1,0,1,1,1,0,1
304,0,1,137,9744,1000,0,1,1,0,1,1,1,0,1
305,0,1,803,42871,1000,0,1,1,0,1,1,1,0,1
306,0,1,44,11103,1000,0,1,1,0,1,1,1,0,1
307,0,1,239,14278,1000,0,1,1,0,1,1,1,0,1
308,0,1,0,3212,741,0,1,1,0,1,1,NaN,0,NaN
309,0,1,9,3793,1000,0,1,1,0,1,1,1,0,1
310,0,1,234,17887,1000,0,1,1,0,1,1,1,0,1
311,0,1,32,23317,1000,0,1,1,0,1,1,1,0,1
312,0,1,0,4290,646,0,1,1,0,1,1,NaN,0,NaN
313,0,1,0,8163,929,0,1,1,0,1,1,NaN,0,NaN
314,0,1,0,1968,388,0,1,1,0,1,1,NaN,0,NaN
315,0,1,15,3772,1000,0,1,1,0,1,1,1,0,1
316,0,1,80,9296,1000,0,1,1,0,1,1,1,0,1
317,0,1,0,3803,815,0,1,1,0,1,1,NaN,0,NaN
318,0,1,405,24570,1000,0,1,1,0,1,1,1,0,1
319,0,1,0,2988,704,0,1,1,0,1,1,NaN,0,NaN
320,0,1,0,1907,453,0,1,1,0,1,1,NaN,0,NaN
321,0,1,36,6323,1000,0,1,1,0,1,1,1,0,1
322,0,1,11,13028,1000,0,1,1,0,1,1,1,0,1
323,0,1,95,13154,1000,0,1,1,0,1,1,1,0,1
324,0,1,0,588,205,0,1,1,0,1,1,NaN,0,NaN
325,0,1,34,8614,1000,0,1,1,0,1,1,1,0,1
326,0,1,0,3340,598,0,1,1,0,1,1,NaN,0,NaN
327,0,1,182,23598,1000,0,1,1,0,1,1,1,0,1
328,0,1,180,13478,1000,0,1,1,0,1,1,1,0,1
329,0,1,0,3729,993,0,1,1,0,1,1,NaN,0,NaN
330,0,1,0,3554,512,0,1,1,0,1,1,NaN,0,NaN
331,0,1,0,1894,664,0,1,1,0,1,1,NaN,0,NaN
332,0,1,140,13820,1000,0,1,1,0,1,1,1,0,1
333,0,1,390,30817,1000,0,1,1,0,1,1,1,0,1
334,0,1,112,11024,1000,0,1,1,0,1,1,1,0,1
335,0,1,540,34010,1000,0,1,1,0,1,1,1,0,1
336,0,1,0,827,310,0,1,1,0,1,1,NaN,0,NaN
337,0,1,0,1007,250,0,1,1,0,1,1,NaN,0,NaN
338,0,1,80,13091,1000,0,1,1,0,1,1,1,0,1
339,0,1,687,29561,1000,0,1,1,0,1,1,1,0,1
340,0,1,0,2613,482,0,1,1,0,1,1,NaN,0,NaN
341,0,1,0,3280,809,0,1,1,0,1,1,NaN,0,NaN
342,0,1,392,25651,1000,0,1,1,0,1,1,1,0,1
343,0,1,0,3827,650,0,1,1,0,1,1,NaN,0,NaN
344,0,1,0,5077,793,0,1,1,0,1,1,NaN,0,NaN
345,0,1,408,23804,1000,0,1,1,0,1,1,1,0,1
346,0,1,135,10473,1000,0,1,1,0,1,1,1,0,1
347,0,1,263,15500,1000,0,1,1,0,1,1,1,0,1
348,0,1,144,16244,1000,0,1,1,0,1,1,1,0,1
349,0,1,7,6719,1000,0,1,1,0,1,1,1,0,1
350,0,1,100,14121,1000,0,1,1,0,1,1,1,0,1
351,0,1,0,6283,707,0,1,1,0,1,1,NaN,0,NaN
352,0,1,0,4766,564,0,1,1,0,1,1,NaN,0,NaN
353,0,1,441,25721,1000,0,1,1,0,1,1,1,0,1
354,0,1,206,17808,1000,0,1,1,0,1,1,1,0,1
355,0,1,172,20179,1000,0,1,1,0,1,1,1,0,1
356,0,1,0,4408,860,0,1,1,0,1,1,NaN,0,NaN
357,0,1,0,1937,671,0,1,1,0,1,1,NaN,0,NaN
358,0,1,309,22573,1000,0,1,1,0,1,1,1,0,1
359,0,1,73,8804,1000,0,1,1,0,1,1,1,0,1
360,0,1,0,2350,470,0,1,1,0,1,1,NaN,0,NaN
361,0,1,142,10966,1000,0,1,1,0,1,1,1,0,1
362,0,1,81,10708,1000,0,1,1,0,1,1,1,0,1
363,0,1,213,17667,1000,0,1,1,0,1,1,1,0,1
364,0,1,156,13863,1000,0,1,1,0,1,1,1,0,1
365,0,1,400,19702,1000,0,1,1,0,1,1,1,0,1
366,0,1,543,34162,1000,0,1,1,0,1,1,1,0,1
367,0,1,0,3775,539,0,1,1,0,1,1,NaN,0,NaN
368,0,1,85,13299,1000,0,1,1,0,1,1,1,0,1
369,0,1,0,2303,963,0,1,1,0,1,1,NaN,0,NaN
370,0,1,0,3302,511,0,1,1,0,1,1,NaN,0,NaN
371,0,1,256,26372,1000,0,1,1,0,1,1,1,0,1
372,0,1,287,23282,1000,0,1,1,0,1,1,1,0,1
373,0,1,0,4087,657,0,1,1,0,1,1,NaN,0,NaN
374,0,1,17,3711,1000,0,1,1,0,1,1,1,0,1
375,0,1,183,27371,1000,0,1,1,0,1,1,1,0,1
376,0,1,143,11379,1000,0,1,1,0,1,1,1,0,1
377,0,1,49,8790,1000,0,1,1,0,1,1,1,0,1
378,0,1,0,1199,292,0,1,1,0,1,1,NaN,0,NaN
379,0,1,305,22738,1000,0,1,1,0,1,1,1,0,1
380,0,1,84,16902,1000,0,1,1,0,1,1,1,0,1
381,0,1,110,13437,1000,0,1,1,0,1,1,1,0,1
382,0,1,296,23168,1000,0,1,1,0,1,1,1,0,1
383,0,1,0,2220,412,0,1,1,0,1,1,NaN,0,NaN
384,0,1,0,4376,775,0,1,1,0,1,1,NaN,0,NaN
385,0,1,143,14100,1000,0,1,1,0,1,1,1,0,1
386,0,1,0,1451,384,0,1,1,0,1,1,NaN,0,NaN
387,0,1,373,22541,1000,0,1,1,0,1,1,1,0,1
388,0,1,43,5664,1000,0,1,1,0,1,1,1,0,1
389,0,1,29,9637,1000,0,1,1,0,1,1,1,0,1
390,0,1,9,9777,1000,0,1,1,0,1,1,1,0,1
391,0,1,0,2266,746,0,1,1,0,1,1,NaN,0,NaN
392,0,1,646,36878,1000,0,1,1,0,1,1,1,0,1
393,0,1,0,3644,588,0,1,1,0,1,1,NaN,0,NaN
394,0,1,0,2244,524,0,1,1,0,1,1,NaN,0,NaN
395,0,1,0,6534,876,0,1,1,0,1,1,NaN,0,NaN
396,0,1,0,3363,599,0,1,1,0,1,1,NaN,0,NaN
397,0,1,0,4788,715,0,1,1,0,1,1,NaN,0,NaN
398,0,1,56,16287,1000,0,1,1,0,1,1,1,0,1
399,0,1,107,12279,1000,0,1,1,0,1,1,1,0,1
400,0,1,0,1029,171,0,1,1,0,1,1,NaN,0,NaN
401,0,1,185,11008,1000,0,1,1,0,1,1,1,0,1
402,0,1,182,14074,1000,0,1,1,0,1,1,1,0,1
403,0,1,3,8303,1000,0,1,1,0,1,1,1,0,1
404,0,1,90,16708,1000,0,1,1,0,1,1,1,0,1
405,0,1,0,1607,385,0,1,1,0,1,1,NaN,0,NaN
406,0,1,43,7717,1000,0,1,1,0,1,1,1,0,1
407,0,1,143,10305,1000,0,1,1,0,1,1,1,0,1
408,0,1,0,1733,386,0,1,1,0,1,1,NaN,0,NaN
409,0,1,52,10563,1000,0,1,1,0,1,1,1,0,1
410,0,1,134,13802,1000,0,1,1,0,1,1,1,0,1
411,0,1,117,15330,1000,0,1,1,0,1,1,1,0,1
412,0,1,134,14336,1000,0,1,1,0,1,1,1,0,1
413,0,1,192,12853,1000,0,1,1,0,1,1,1,0,1
414,0,1,167,19498,1000,0,1,1,0,1,1,1,0,1
415,0,1,88,11047,1000,0,1,1,0,1,1,1,0,1
416,0,1,0,2054,347,0,1,1,0,1,1,NaN,0,NaN
417,0,1,0,800,143,0,1,1,0,1,1,NaN,0,NaN
