RepeatId,GenerationId,popCount,aliveCount,totalCount,generations,treeDepth,nodeCount,leafCount,branching,subcloneTotal,subcloneSelect,clonalDiversity,treeBalance,meanDriversPerCell
267,0,1,98,546,1000,0,1,1,0,1,1,1,0,1
268,0,1,71,426,1000,0,1,1,0,1,1,1,0,1
269,0,1,120,644,1000,0,1,1,0,1,1,1,0,1
270,0,1,61,486,1000,0,1,1,0,1,1,1,0,1
271,0,1,53,458,1000,0,1,1,0,1,1,1,0,1
272,0,1,103,595,1000,0,1,1,0,1,1,1,0,1
273,0,1,47,452,1000,0,1,1,0,1,1,1,0,1
274,0,1,70,579,1000,0,1,1,0,1,1,1,0,1
275,0,1,73,505,1000,0,1,1,0,1,1,1,0,1
276,0,1,64,534,1000,0,1,1,0,1,1,1,0,1
277,0,1,92,508,1000,0,1,1,0,1,1,1,0,1
278,0,1,133,711,1000,0,1,1,0,1,1,1,0,1
279,0,1,91,627,1000,0,1,1,0,1,1,1,0,1
280,0,1,83,571,1000,0,1,1,0,1,1,1,0,1
281,0,1,129,744,1000,0,1,1,0,1,1,1,0,1
282,0,1,75,464,1000,0,1,1,0,1,1,1,0,1
283,0,1,107,641,1000,0,1,1,0,1,1,1,0,1
284,0,1,78,532,1000,0,1,1,0,1,1,1,0,1
285,0,1,57,469,1000,0,1,1,0,1,1,1,0,1
286,0,1,79,590,1000,0,1,1,0,1,1,1,0,1
287,0,1,82,579,1000,0,1,1,0,1,1,1,0,1
288,0,1,79,491,1000,0,1,1,0,1,1,1,0,1
289,0,1,135,661,1000,0,1,1,0,1,1,1,0,1
290,0,1,113,702,1000,0,1,1,0,1,1,1,0,1
291,0,1,83,545,1000,0,1,1,0,1,1,1,0,1
292,0,1,106,644,1000,0,1,1,0,1,1,1,0,1
293,0,1,120,651,1000,0,1,1,0,1,1,1,0,1
294,0,1,33,467,1000,0,1,1,0,1,1,1,0,1
295,0,1,64,434,1000,0,1,1,0,1,1,1,0,1
296,0,1,66,517,1000,0,1,1,0,1,1,1,0,1
