RepeatId,GenerationId,popCount,aliveCount,totalCount,generations,treeDepth,nodeCount,leafCount,branching,subcloneTotal,subcloneSelect,clonalDiversity,treeBalance,meanDriversPerCell
0,0,1,203,5518,1000,0,1,1,0,1,1,1,0,1
1,0,1,0,2446,849,0,1,1,0,1,1,NaN,0,NaN
2,0,1,0,2422,863,0,1,1,0,1,1,NaN,0,NaN
3,0,1,106,3886,1000,0,1,1,0,1,1,1,0,1
4,0,1,284,10290,1000,0,1,1,0,1,1,1,0,1
5,0,1,282,9361,1000,0,1,1,0,1,1,1,0,1
6,0,1,171,5723,1000,0,1,1,0,1,1,1,0,1
7,0,1,254,10506,1000,0,1,1,0,1,1,1,0,1
8,0,1,25,3229,1000,0,1,1,0,1,1,1,0,1
9,0,1,80,4864,1000,0,1,1,0,1,1,1,0,1
10,0,1,24,2540,1000,0,1,1,0,1,1,1,0,1
11,0,1,13,2288,1000,0,1,1,0,1,1,1,0,1
12,0,1,84,3652,1000,0,1,1,0,1,1,1,0,1
13,0,1,97,5763,1000,0,1,1,0,1,1,1,0,1
14,0,1,108,4650,1000,0,1,1,0,1,1,1,0,1
15,0,1,39,5377,1000,0,1,1,0,1,1,1,0,1
16,0,1,33,2616,1000,0,1,1,0,1,1,1,0,1
17,0,1,173,6785,1000,0,1,1,0,1,1,1,0,1
18,0,1,121,4245,1000,0,1,1,0,1,1,1,0,1
19,0,1,105,5291,1000,0,1,1,0,1,1,1,0,1
20,0,1,59,5216,1000,0,1,1,0,1,1,1,0,1
21,0,1,420,11902,1000,0,1,1,0,1,1,1,0,1
22,0,1,240,8670,1000,0,1,1,0,1,1,1,0,1
23,0,1,299,7773,1000,0,1,1,0,1,1,1,0,1
24,0,1,130,6428,1000,0,1,1,0,1,1,1,0,1
25,0,1,134,6989,1000,0,1,1,0,1,1,1,0,1
26,0,1,13,2382,1000,0,1,1,0,1,1,1,0,1
27,0,1,64,4512,1000,0,1,1,0,1,1,1,0,1
28,0,1,124,6712,1000,0,1,1,0,1,1,1,0,1
29,0,1,1,2348,1000,0,1,1,0,1,1,1,0,1
30,0,1,11,3034,1000,0,1,1,0,1,1,1,0,1
31,0,1,123,2280,1000,0,1,1,0,1,1,1,0,1
32,0,1,110,5557,1000,0,1,1,0,1,1,1,0,1
33,0,1,221,7002,1000,0,1,1,0,1,1,1,0,1
34,0,1,130,7120,1000,0,1,1,0,1,1,1,0,1
35,0,1,27,2249,1000,0,1,1,0,1,1,1,0,1
36,0,1,15,2006,1000,0,1,1,0,1,1,1,0,1
37,0,1,102,5704,1000,0,1,1,0,1,1,1,0,1
38,0,1,221,9792,1000,0,1,1,0,1,1,1,0,1
39,0,1,0,1611,776,0,1,1,0,1,1,NaN,0,NaN
40,0,1,205,6271,1000,0,1,1,0,1,1,1,0,1
41,0,1,184,8611,1000,0,1,1,0,1,1,1,0,1
42,0,1,170,4995,1000,0,1,1,0,1,1,1,0,1
43,0,1,70,5566,1000,0,1,1,0,1,1,1,0,1
44,0,1,37,4325,1000,0,1,1,0,1,1,1,0,1
45,0,1,80,4757,1000,0,1,1,0,1,1,1,0,1
46,0,1,15,1541,1000,0,1,1,0,1,1,1,0,1
47,0,1,11,3315,1000,0,1,1,0,1,1,1,0,1
48,0,1,341,12658,1000,0,1,1,0,1,1,1,0,1
49,0,1,152,6268,1000,0,1,1,0,1,1,1,0,1
50,0,1,19,3702,1000,0,1,1,0,1,1,1,0,1
51,0,1,12,4795,1000,0,1,1,0,1,1,1,0,1
52,0,1,220,8197,1000,0,1,1,0,1,1,1,0,1
53,0,1,24,2611,1000,0,1,1,0,1,1,1,0,1
54,0,1,86,4755,1000,0,1,1,0,1,1,1,0,1
55,0,1,304,9805,1000,0,1,1,0,1,1,1,0,1
56,0,1,91,8560,1000,0,1,1,0,1,1,1,0,1
57,0,1,172,5124,1000,0,1,1,0,1,1,1,0,1
58,0,1,2,3690,1000,0,1,1,0,1,1,1,0,1
59,0,1,171,6443,1000,0,1,1,0,1,1,1,0,1
60,0,1,241,6959,1000,0,1,1,0,1,1,1,0,1
61,0,1,168,7658,1000,0,1,1,0,1,1,1,0,1
62,0,1,67,5127,1000,0,1,1,0,1,1,1,0,1
63,0,1,0,1362,902,0,1,1,0,1,1,NaN,0,NaN
64,0,1,37,2678,1000,0,1,1,0,1,1,1,0,1
65,0,1,4,3797,1000,0,1,1,0,1,1,1,0,1
66,0,1,90,3358,1000,0,1,1,0,1,1,1,0,1
67,0,1,122,7739,1000,0,1,1,0,1,1,1,0,1
68,0,1,0,2639,858,0,1,1,0,1,1,NaN,0,NaN
69,0,1,0,448,430,0,1,1,0,1,1,NaN,0,NaN
70,0,1,99,4060,1000,0,1,1,0,1,1,1,0,1
71,0,1,99,3780,1000,0,1,1,0,1,1,1,0,1
72,0,1,362,15005,1000,0,1,1,0,1,1,1,0,1
73,0,1,102,7508,1000,0,1,1,0,1,1,1,0,1
74,0,1,87,4169,1000,0,1,1,0,1,1,1,0,1
75,0,1,112,6602,1000,0,1,1,0,1,1,1,0,1
76,0,1,0,1338,628,0,1,1,0,1,1,NaN,0,NaN
77,0,1,500,14045,1000,0,1,1,0,1,1,1,0,1
78,0,1,88,4332,1000,0,1,1,0,1,1,1,0,1
79,0,1,130,5311,1000,0,1,1,0,1,1,1,0,1
80,0,1,16,2565,1000,0,1,1,0,1,1,1,0,1
81,0,1,10,1875,1000,0,1,1,0,1,1,1,0,1
82,0,1,0,1425,524,0,1,1,0,1,1,NaN,0,NaN
83,0,1,87,3988,1000,0,1,1,0,1,1,1,0,1
84,0,1,138,7503,1000,0,1,1,0,1,1,1,0,1
85,0,1,157,4546,1000,0,1,1,0,1,1,1,0,1
86,0,1,76,4711,1000,0,1,1,0,1,1,1,0,1
87,0,1,137,6191,1000,0,1,1,0,1,1,1,0,1
88,0,1,286,7571,1000,0,1,1,0,1,1,1,0,1
89,0,1,0,557,283,0,1,1,0,1,1,NaN,0,NaN
90,0,1,14,2884,1000,0,1,1,0,1,1,1,0,1
91,0,1,212,7239,1000,0,1,1,0,1,1,1,0,1
92,0,1,93,6909,1000,0,1,1,0,1,1,1,0,1
93,0,1,147,6614,1000,0,1,1,0,1,1,1,0,1
94,0,1,206,6720,1000,0,1,1,0,1,1,1,0,1
95,0,1,66,3541,1000,0,1,1,0,1,1,1,0,1
96,0,1,56,3470,1000,0,1,1,0,1,1,1,0,1
97,0,1,170,9865,1000,0,1,1,0,1,1,1,0,1
98,0,1,74,4642,1000,0,1,1,0,1,1,1,0,1
99,0,1,285,8756,1000,0,1,1,0,1,1,1,0,1
100,0,1,0,1748,642,0,1,1,0,1,1,NaN,0,NaN
101,0,1,156,5708,1000,0,1,1,0,1,1,1,0,1
102,0,1,92,4976,1000,0,1,1,0,1,1,1,0,1
103,0,1,89,7748,1000,0,1,1,0,1,1,1,0,1
104,0,1,113,6165,1000,0,1,1,0,1,1,1,0,1
105,0,1,17,2342,1000,0,1,1,0,1,1,1,0,1
106,0,1,91,7149,1000,0,1,1,0,1,1,1,0,1
107,0,1,35,3687,1000,0,1,1,0,1,1,1,0,1
108,0,1,0,1116,711,0,1,1,0,1,1,NaN,0,NaN
109,0,1,0,1665,530,0,1,1,0,1,1,NaN,0,NaN
110,0,1,156,6032,1000,0,1,1,0,1,1,1,0,1
111,0,1,9,3880,1000,0,1,1,0,1,1,1,0,1
112,0,1,0,1161,485,0,1,1,0,1,1,NaN,0,NaN
113,0,1,5,3229,1000,0,1,1,0,1,1,1,0,1
114,0,1,14,3344,1000,0,1,1,0,1,1,1,0,1
115,0,1,151,5604,1000,0,1,1,0,1,1,1,0,1
116,0,1,133,4085,1000,0,1,1,0,1,1,1,0,1
117,0,1,0,3701,986,0,1,1,0,1,1,NaN,0,NaN
118,0,1,0,2186,771,0,1,1,0,1,1,NaN,0,NaN
119,0,1,236,9819,1000,0,1,1,0,1,1,1,0,1
120,0,1,139,5124,1000,0,1,1,0,1,1,1,0,1
121,0,1,16,3177,1000,0,1,1,0,1,1,1,0,1
122,0,1,7,3469,1000,0,1,1,0,1,1,1,0,1
123,0,1,53,3398,1000,0,1,1,0,1,1,1,0,1
124,0,1,95,6905,1000,0,1,1,0,1,1,1,0,1
125,0,1,132,3923,1000,0,1,1,0,1,1,1,0,1
126,0,1,30,3197,1000,0,1,1,0,1,1,1,0,1
127,0,1,341,10726,1000,0,1,1,0,1,1,1,0,1
128,0,1,104,7750,1000,0,1,1,0,1,1,1,0,1
129,0,1,141,8357,1000,0,1,1,0,1,1,1,0,1
