ParentId,ChildId
	0,1
	0,5
	1,9
	9,42
	9,51
	9,52
	9,65
	9,70
	9,116
	52,232
	42,274
	42,358
	52,476
	52,501
	9,664
	42,733
	232,2295
	232,2549
	51,2551
	232,2618
	232,2859
	274,3018
	733,3327
	232,3635
	232,11439
	501,11530
	9,11986
	3018,12987
	232,13023
	3327,13537
	2551,14952
	232,15317
	476,34379
	2859,37448
	13023,95627
