ParentId,ChildId
	0,3
	0,6
	0,7
	0,11
	0,18
	0,27
	3,49
	49,114
	114,457
	114,498
	114,546
	114,566
	114,582
	114,650
	114,655
	114,697
	114,738
	546,1225
	114,1578
	582,1901
	546,2109
	114,2305
	566,3506
	114,3793
	498,9397
	1225,9921
	1578,12213
	1225,12279
	114,13172
	546,14165
	114,15369
	1225,16514
	9921,30296
	9921,32141
	13172,32855
	9921,37756
