ParentId,ChildId
	0,4
	0,8
	0,11
	0,13
	0,19
	11,70
	8,127
	13,130
	8,180
	8,202
	127,492
	70,1085
	70,1397
	492,1445
	492,1511
	492,1662
	492,1828
	492,3697
	1445,3787
	1085,3922
	1828,3983
	1085,4244
	1085,4311
	1662,4380
	1085,4521
	1662,4840
	1085,5141
	1511,5444
	3983,8787
	1085,9194
	4380,9964
	3922,12077
	4380,13752
	9194,17579
	9194,22763
	8787,24529
	9194,28978
