ParentId,ChildId
	0,1
	0,2
	0,3
	0,4
	0,5
	0,6
	0,7
	0,8
	0,9
	0,10
	0,11
	9,12
	0,13
	0,14
	9,15
	0,16
	13,17
	0,18
	0,19
	0,20
	0,21
	0,22
	0,23
	0,24
	0,25
	0,26
	0,27
	0,28
	0,29
	0,30
	0,31
	0,32
	0,33
	0,34
	0,35
	6,36
	0,37
	0,38
	0,39
	0,40
	0,41
	0,45
	0,47
	0,50
	14,53
	11,58
	16,60
	21,61
	0,62
	0,64
	3,67
	20,68
	21,74
	7,75
	21,80
	75,84
	0,85
	0,88
	0,90
	74,91
	21,92
	0,95
	91,97
	0,98
	26,99
	0,100
	0,103
	80,105
	0,108
	6,112
	75,113
	0,114
	0,118
	4,119
	16,120
	91,121
	15,127
	68,131
	80,132
	53,134
	60,135
	60,136
	0,147
	119,148
	68,154
	98,159
	31,164
	47,174
	68,177
	154,182
	127,183
	31,187
	0,195
	68,200
	74,201
	0,202
	174,208
	105,210
	91,212
	187,213
	85,215
	182,219
	164,221
	219,222
	0,225
	39,226
	147,227
	0,228
	4,234
	0,237
	148,244
	100,246
	15,247
	136,249
	68,250
	74,252
	53,254
	132,256
	112,260
	208,261
	183,263
	201,264
	0,269
	53,277
	263,279
	75,281
	134,290
	100,291
	0,292
	210,294
	135,295
	177,296
	159,297
	105,299
	147,300
	39,303
	53,305
	118,312
	227,314
	127,318
	228,320
	303,322
	147,323
	0,326
	281,329
	318,331
	134,332
	227,333
	85,337
	174,338
	210,342
	213,344
	131,346
	88,347
	291,350
	147,355
	159,361
	200,363
	312,371
	75,372
	279,373
	85,376
	312,377
	373,386
	246,388
	347,390
	147,392
	0,393
	61,397
	294,403
	318,404
	148,416
	252,419
	347,421
	252,424
	305,425
	416,428
	350,432
	114,433
	419,436
	355,439
	436,452
	263,454
	118,456
	183,460
	419,464
	305,467
	350,468
	297,470
	246,472
	132,476
	344,478
	303,480
	132,482
	127,484
	228,486
	75,490
	421,492
	132,493
	277,500
	75,505
	118,507
	221,508
	350,512
	228,516
	363,519
	433,524
	403,528
	183,536
	419,542
	393,545
	320,554
	247,555
	297,557
	318,558
	452,560
	320,563
	421,567
	132,572
	342,576
	75,579
	320,581
	579,584
	432,586
	456,587
	386,590
	148,594
	337,595
	127,600
	132,601
	132,602
	297,605
	75,607
	555,608
	560,611
	456,612
	464,613
	132,614
	118,620
	436,623
	183,627
	542,631
	404,633
	467,635
	132,636
	516,646
	528,648
	127,651
	572,652
	337,658
	500,670
	127,672
	464,673
	507,688
	318,693
	563,698
	528,710
	127,717
