ParentId,ChildId
	0,1
	1,10
	10,77
	10,182
	10,186
	10,199
	10,208
	10,216
	10,244
	10,246
	10,249
	216,576
	77,598
	10,791
	208,983
	10,1005
	246,1035
	182,1048
	216,2482
	598,3371
	598,4142
	598,4398
	598,4489
	576,7200
	3371,8759
	7200,12705
	7200,16749
	7200,17344
	7200,19858
	16749,29788
	16749,33555
