RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,126,00:00:00.0810000,1,1,1,1008,1008,0,1008,32,1040,1,1,0,0,1,1,0
0,1,138,00:00:00.0930000,1,1,1,2028,2028,0,2028,58,2086,1,1,0,0,1,1,0
0,2,151,00:00:00.0940000,1,1,1,4237,4237,0,4237,131,4368,1,1,0,0,1,1,0
0,3,163,00:00:00.0940000,1,2,2,8417,8418,0,8418,265,8683,1,1,0,0,1,1,0
0,4,175,00:00:00.0950000,1,9,9,16452,16465,6,16471,502,16973,1,1,0,0,1,1,0
0,5,188,00:00:00.0960000,1,13,14,32545,32587,54,32641,1022,33663,1,1,0,0,1,1,0
0,6,202,00:00:00.0960000,1,24,25,63814,63947,234,64181,1930,66111,1,1,0,0,1,1,0
0,7,219,00:00:00.0970000,2,36,37,131257,131521,920,132441,3807,136248,1.0010285165743542,1.0020591913195736,0,1,2,1,1
0,8,237,00:00:00.1000000,3,59,60,254124,254733,2865,257598,7180,264778,1.0029355747587791,1.005892741457803,0.0026675916742533445,1,3,2,1
0,9,259,00:00:00.1170000,3,116,117,504555,506214,8924,515138,14301,529439,1.0087245196262054,1.0176338468704635,0.007525409571826458,1,3,2,1
0,10,285,00:00:00.1220000,3,236,237,1010181,1014771,25819,1040590,28192,1068782,1.0335098363560589,1.0695356515820944,0.01794534921646118,1,3,2,1
0,11,313,00:00:00.1310000,4,434,441,2007162,2017734,65359,2083093,51979,2135072,1.118781642936644,1.2672270427307126,0.026322193443775177,1,4,3,1
0,12,340,00:00:00.1470000,4,849,862,3986993,4012923,140100,4153023,85526,4238549,1.2934697903909036,1.7220888893219883,0.037109680473804474,1,4,3,1
0,13,365,00:00:00.1760000,5,1664,1693,7918344,7971599,265814,8237413,128009,8365422,1.49841608295876,2.035528001941024,0.03740459308028221,1,5,4,1
0,14,390,00:00:00.2300000,6,3225,3268,15817989,15911289,484201,16395490,183924,16579414,1.6726743835768252,1.8338710293374105,0.03694745525717735,2,6,4,1.25
0,15,418,00:00:00.3530000,6,6574,6652,32380679,32578379,915613,33493992,267846,33761838,1.7999734656583328,1.5140241257188218,0.03418968990445137,2,6,4,1.25
0,16,449,00:00:00.6530000,6,13336,13495,64654777,65077195,1777379,66854574,396622,67251196,1.8807414957134567,1.30773645691749,0.030765993520617485,2,6,4,1.25
0,17,485,00:00:01.3880000,5,26177,26498,127190834,128214891,3612544,131827435,610238,132437673,1.9316967526134785,1.187978088407413,0.028748953714966774,2,5,3,1.3333334
0,18,529,00:00:03.1850000,6,52048,52750,252374865,254345029,7829515,262174544,995192,263169736,1.9659442908468718,1.1240910331289,0.02629305236041546,2,6,4,1.25
0,19,584,00:00:07.9420000,5,104294,105930,504988649,509974792,18037146,528011938,1727120,529739058,1.988120291392926,1.0870067124367473,0.02773996815085411,2,5,3,1.3333334
0,20,651,00:00:19.9960000,6,207035,210905,999396624,1009271808,42377419,1051649227,3105694,1054754921,2.0046485328131345,1.0756663501875297,0.029027272015810013,2,6,4,1.25
9,0,261,00:00:00.0730000,1,1,1,1027,1027,0,1027,118,1145,1,1,0,0,1,1,0
9,1,284,00:00:00.0850000,1,1,1,2005,2005,0,2005,227,2232,1,1,0,0,1,1,0
9,2,309,00:00:00.0860000,1,1,1,4111,4111,0,4111,463,4574,1,1,0,0,1,1,0
9,3,333,00:00:00.0860000,1,1,1,8059,8059,0,8059,914,8973,1,1,0,0,1,1,0
9,4,359,00:00:00.0870000,1,2,2,16298,16299,23,16322,1832,18154,1,1,0,0,1,1,0
9,5,385,00:00:00.0880000,1,10,10,31913,31934,178,32112,3578,35690,1,1,0,0,1,1,0
9,6,414,00:00:00.0890000,1,18,18,63321,63417,826,64243,6964,71207,1,1,0,0,1,1,0
9,7,447,00:00:00.0910000,1,32,32,125440,125818,3213,129031,13936,142967,1,1,0,0,1,1,0
9,8,485,00:00:00.0940000,3,49,52,247595,248592,10661,259253,27740,286993,1.0042448353157374,1.0085334579396077,0.0033527754712849855,1,3,2,1
9,9,529,00:00:00.1130000,7,104,108,485685,487403,31865,519268,54737,574005,1.0209333209796474,1.0431011307628364,0.018295694142580032,1,7,6,1
9,10,577,00:00:00.1210000,9,201,213,940631,944630,83570,1028200,101963,1130163,1.0859295515457177,1.194000784609651,0.06488218158483505,1,9,8,1
9,11,622,00:00:00.1360000,10,431,452,1863165,1875194,180679,2055873,167360,2223233,1.2788529196286964,1.7975665619593737,0.1489149034023285,1,10,9,1
9,12,658,00:00:00.1570000,11,817,849,3742103,3775113,321613,4096726,236534,4333260,1.528360657095756,2.516353740813287,0.20039498805999756,1,11,10,1
9,13,691,00:00:00.1950000,14,1630,1685,7703847,7764515,540577,8305092,314753,8619845,1.7270527309278079,2.222664235975707,0.21014578640460968,2,14,12,1.0833334
9,14,724,00:00:00.2820000,14,3292,3376,15558342,15700861,914679,16615540,413659,17029199,1.8502159163232175,1.7987224200488927,0.2236098051071167,2,14,12,1.0833334
9,15,760,00:00:00.4230000,13,6495,6644,31321786,31644809,1620049,33264858,554676,33819534,1.9243036460309129,1.6269100240122283,0.256171315908432,2,13,11,1.0909091
9,16,800,00:00:00.7840000,13,12837,13099,62547748,63179789,3015345,66195134,768900,66964034,1.9665933616027231,1.6624222205956634,0.2879754602909088,2,13,11,1.0909091
9,17,845,00:00:01.5840000,12,25603,26113,124351003,125707141,5853546,131560687,1107267,132667954,1.991055013846571,1.839925643660691,0.33735284209251404,2,12,10,1.1
9,18,896,00:00:03.6580000,12,51211,52230,247920420,250585258,11723432,262308690,1654043,263962733,2.0051282625287583,2.0652806736562512,0.36191079020500183,2,12,10,1.1
9,19,955,00:00:08.6240000,10,103443,105529,498841244,505082141,24225717,529307858,2565450,531873308,2.0129473135545304,2.1454861278249164,0.4156397879123688,2,10,8,1.125
9,20,1022,00:00:20.2090000,8,207042,211467,992660093,1006645935,50431413,1057077348,4066475,1061143823,2.0167349640799954,2.0066639945702103,0.4996829628944397,2,8,6,1.1666666
10,0,226,00:00:00.0460000,1,1,1,1009,1009,0,1009,101,1110,1,1,0,0,1,1,0
10,1,250,00:00:00.0540000,1,1,1,2002,2002,0,2002,203,2205,1,1,0,0,1,1,0
10,2,274,00:00:00.0540000,1,1,1,4011,4011,0,4011,418,4429,1,1,0,0,1,1,0
10,3,298,00:00:00.0550000,1,3,3,8019,8021,0,8021,863,8884,1,1,0,0,1,1,0
10,4,323,00:00:00.0550000,1,4,4,16234,16242,22,16264,1726,17990,1,1,0,0,1,1,0
10,5,349,00:00:00.0560000,1,11,12,32158,32197,175,32372,3446,35818,1,1,0,0,1,1,0
10,6,378,00:00:00.0560000,1,19,20,64163,64338,860,65198,6925,72123,1,1,0,0,1,1,0
10,7,410,00:00:00.0570000,3,32,35,125076,125392,3219,128611,13815,142426,1.0031740701653395,1.006372940691432,0.002358710393309593,1,3,2,1
10,8,447,00:00:00.0700000,5,61,66,245127,246095,10313,256408,27057,283465,1.010186556356501,1.020657885458423,0.009518167935311794,1,5,4,1
