RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
9,0,2740,00:00:00.0370000,1,2,3,1000,1001,0,1001,4229,5230,1,1,0,0,1,1,0
9,1,3081,00:00:00.0480000,1,2,4,2005,2007,0,2007,8074,10081,1,1,0,0,1,1,0
9,2,3455,00:00:00.0700000,1,1,4,4003,4003,0,4003,17025,21028,1,1,0,0,1,1,0
9,3,3868,00:00:00.0750000,1,3,11,7996,8000,2,8002,36918,44920,1,1,0,0,1,1,0
9,4,4261,00:00:00.0810000,1,7,23,15554,15571,453,16024,73429,89453,1,1,0,0,1,1,0
9,5,4677,00:00:00.0890000,1,16,38,29260,29311,2696,32007,146112,178119,1,1,0,0,1,1,0
9,6,5169,00:00:00.1050000,2,25,71,53286,53408,10593,64001,303454,367455,1.0015388657433473,1.0030824816952406,0,1,2,1,1
9,7,5717,00:00:00.1360000,4,61,157,94873,95262,32865,128127,611144,739271,1.0071358553012975,1.0144041589448853,0.005221242550760508,1,4,3,1
9,8,6345,00:00:00.2070000,8,96,286,164826,165785,90428,256213,1215273,1471486,1.0284299807069273,1.0591176270451659,0.02228151448071003,1,8,7,1
9,9,7049,00:00:00.3350000,10,179,580,282210,286138,226220,512358,2346193,2858551,1.1025583785124553,1.236996030730594,0.07466386258602142,1,10,9,1
9,10,7776,00:00:00.5980000,21,326,1075,489943,497740,527313,1025053,4211287,5236340,1.333704124765534,2.1018912408111974,0.19470123946666718,1,21,20,1
9,11,8469,00:00:01.0130000,27,520,1765,863227,878643,1169555,2048198,6930576,8978774,1.6671396979010156,4.083563590556749,0.35397982597351074,2,27,25,1.04
9,12,9171,00:00:01.7140000,29,941,3008,1504621,1537038,2559309,4096347,11103304,15199651,1.9001276733476404,3.847370840109165,0.44532760977745056,2,29,26,1.0769231
9,13,9958,00:00:03.0570000,31,1618,5288,2556621,2618819,5578050,8196869,18388077,26584946,2.0087122807799824,3.2455758179398524,0.4615284502506256,2,31,28,1.0714285
9,14,10895,00:00:05.9900000,29,2831,9689,4213687,4365756,12021702,16387458,32147781,48535239,2.0796058178977224,3.1841399436299764,0.44596996903419495,3,29,25,1.12
9,15,12022,00:00:15.1300000,32,5009,18160,6886345,7288775,25494984,32783759,58273561,91057320,2.222302251775071,3.9243923042604494,0.39343827962875366,3,33,27,1.1851852
9,16,13338,00:00:50.5400000,37,9017,33973,11281861,12436057,53118906,65554963,105119367,170674330,2.5471029114788775,6.898332451501144,0.39274197816848755,3,38,31,1.1935484
9,17,14836,00:02:14.4690000,53,15992,63056,19084307,21513859,109602891,131116750,184787592,315904342,2.923309921602079,7.321993215133105,0.390579491853714,4,54,45,1.1777778
9,18,16581,00:05:13.9840000,64,27661,117286,32079260,36632837,225559553,262192390,324591042,586783432,3.216500224755808,6.3250807109759775,0.37666192650794983,4,65,54,1.1851852
9,19,18629,00:11:42.8850000,62,48661,218942,54069473,63040018,461354471,524394489,569168474,1093562963,3.723503537754104,8.032434620594639,0.3781856894493103,4,63,51,1.2156863
9,20,20974,00:25:29.2510000,47,84065,404573,95277744,110967827,937650932,1048618759,971208893,2019827652,4.449939956596789,6.951304787600204,0.30006253719329834,4,48,38,1.2368422
10,0,2227,00:00:00.0330000,1,1,1,1004,1004,0,1004,2928,3932,1,1,0,0,1,1,0
10,1,2584,00:00:00.0450000,2,2,2,2009,2009,0,2009,7189,9198,1.0049776007964162,1.0100047178027765,0,1,2,1,1
10,2,2881,00:00:00.0660000,3,4,4,4007,4008,0,4008,13953,17961,1.0137259795358122,1.027861551805834,0,1,3,2,1
10,3,3192,00:00:00.0790000,3,6,6,7993,8004,1,8005,27982,35987,1.026648317277618,1.054811856461865,0.008210659958422184,1,3,2,1
10,4,3515,00:00:00.0840000,3,11,16,15571,15597,409,16006,56376,72382,1.041487380386616,1.0866945370130505,0.01581527665257454,1,3,2,1
10,5,3845,00:00:00.0910000,3,22,34,29566,29670,2385,32055,110388,142443,1.0791787864438882,1.171581394313319,0.02375929057598114,1,3,2,1
10,6,4205,00:00:00.1040000,3,33,62,54200,54561,9484,64045,216463,280508,1.1371955719557196,1.3129656892271109,0.036348845809698105,1,3,2,1
10,7,4580,00:00:00.1220000,5,51,101,98055,98749,29450,128199,406318,534517,1.2471470093314976,1.6031537323011302,0.04178301990032196,2,5,3,1.3333334
10,8,4977,00:00:00.1520000,6,93,189,175083,176546,79818,256364,741016,997380,1.4002558786404162,1.9707123889354943,0.053019870072603226,2,6,4,1.25
10,9,5397,00:00:00.2070000,8,168,365,309640,312452,200009,512461,1313204,1825665,1.59579511690996,2.046194220537996,0.0570356659591198,2,8,6,1.1666666
10,10,5852,00:00:00.3340000,7,285,666,541764,548635,475925,1024560,2297383,3321943,1.7781044883011792,1.6611061340377755,0.06090299040079117,2,7,5,1.2
10,11,6360,00:00:00.5450000,9,467,1197,941978,955005,1095485,2050490,4031259,6081749,1.9147315542401202,1.3391195989452382,0.056233908981084824,2,9,7,1.1428572
10,12,6952,00:00:00.9940000,8,828,2235,1600547,1630577,2469050,4099627,7249015,11348642,2.000134953862648,1.2012619718581046,0.048627134412527084,2,8,6,1.1666666
10,13,7656,00:00:01.9530000,13,1521,4280,2690867,2745990,5448666,8194656,13354490,21549146,2.073494156344405,1.2360049867696854,0.043725885450839996,2,13,10,1.2
10,14,8508,00:00:04.2550000,16,2784,8254,4465699,4596335,11798917,16395252,25106667,41501919,2.175559749996585,1.4593919312945856,0.04235580936074257,2,16,13,1.1538461
10,15,9526,00:00:09.4690000,20,4992,15990,7399310,7723024,25050729,32773753,47134411,79908164,2.374237462682331,2.1125174786364416,0.06258903443813324,2,21,19,1.0526316
10,16,10726,00:00:22.4950000,28,8845,30549,12372818,13153835,52399380,65553215,87005311,152558526,2.665217414496843,2.8327266451384583,0.12731584906578064,3,29,26,1.0769231
10,17,12139,00:01:09.3550000,39,15559,58149,20582549,22278543,108817800,131096343,158633482,289729825,2.913952834510439,2.6017133243634523,0.18835702538490295,3,40,36,1.0833334
10,18,13839,00:03:41.7400000,51,27683,110951,33271322,37189013,224955036,262144049,291677659,553821708,3.084729004756709,2.9769126291565,0.22027473151683807,3,52,45,1.1333333
10,19,15882,00:09:31.6180000,74,48658,211872,53190921,62688415,461757128,524445543,535316281,1059761824,3.40073953598209,6.542710086706554,0.24360676109790802,4,75,65,1.1384616
10,20,18258,00:22:24.6070000,85,85214,399721,88565027,108624937,940187427,1048812364,949880978,1998693342,3.942155767648555,14.898104363112067,0.4633907973766327,3,86,69,1.231884
11,0,1961,00:00:00.0980000,1,1,1,1001,1001,0,1001,2392,3393,1,1,0,0,1,1,0
11,1,2221,00:00:00.1240000,1,1,1,2007,2007,0,2007,5061,7068,1,1,0,0,1,1,0
11,2,2460,00:00:00.1720000,1,1,1,4023,4023,0,4023,9915,13938,1,1,0,0,1,1,0
11,3,2692,00:00:00.1820000,1,1,2,8013,8013,1,8014,19323,27337,1,1,0,0,1,1,0
11,4,2934,00:00:00.1930000,1,8,10,15695,15705,336,16041,38936,54977,1,1,0,0,1,1,0
11,5,3204,00:00:00.2090000,1,13,22,29903,29952,2129,32081,79801,111882,1,1,0,0,1,1,0
11,6,3507,00:00:00.2320000,1,20,40,55187,55294,8831,64125,163976,228101,1,1,0,0,1,1,0
11,7,3837,00:00:00.2670000,1,41,77,99728,100086,28102,128188,323719,451907,1,1,0,0,1,1,0
11,8,4220,00:00:00.3360000,2,91,167,175917,176675,79533,256208,643694,899902,1.0011880602784267,1.0023789023794587,0,1,2,1,1
11,9,4671,00:00:00.5010000,3,159,343,303725,305605,206633,512238,1281738,1793976,1.0032200181084863,1.0064658803162685,0.0030034270603209734,1,3,2,1
11,10,5215,00:00:00.6810000,5,292,713,515142,520112,504356,1024468,2565612,3590080,1.0083200360289009,1.0168287403554752,0.007592188194394112,1,5,4,1
11,11,5872,00:00:01.1340000,10,527,1422,863453,876099,1173105,2049204,5118481,7167685,1.0256111218560824,1.0531459540141683,0.023430274799466133,1,10,9,1
11,12,6663,00:00:02.0400000,15,937,2750,1426702,1466491,2632636,4099127,10112486,14211613,1.0736068218871215,1.1643444098807,0.06484100222587585,1,15,14,1
11,13,7589,00:00:04.0940000,32,1722,5445,2369546,2465186,5728169,8193355,19406249,27599604,1.2348293723776622,1.6868406972695202,0.1883552372455597,2,32,30,1.0333333
11,14,8617,00:00:08.8370000,46,2992,10177,4024632,4262973,12126371,16389344,35189930,51579274,1.5776120649043193,4.583322767044847,0.42997002601623535,2,46,42,1.0714285
11,15,9730,00:00:26.2660000,58,5201,18557,6963598,7441013,25341230,32782243,60662605,93444848,1.928973499044603,11.787255626123079,0.5824525356292725,2,58,54,1.0555556
11,16,10990,00:01:07.9490000,57,9147,33901,11756631,12733001,52832630,65565631,104158068,169723699,2.183869256422184,10.41613360151346,0.5565361976623535,2,57,51,1.0980393
11,17,12458,00:02:35.3160000,56,15708,62233,19844701,21771331,109328107,131099438,181011743,312111181,2.512421527540274,5.571481869705736,0.41009828448295593,2,56,43,1.2790698
11,18,14172,00:05:48.7060000,54,27472,115489,33585175,37325746,224889194,262214940,315829411,578044351,2.8675082086069223,2.6190469643888084,0.2729082703590393,3,55,40,1.35
11,19,16199,00:12:50.5140000,55,48082,215815,54755097,62623706,461728109,524351815,555830122,1080181937,3.0979359236638735,2.3309770625906125,0.25222209095954895,3,56,44,1.25
11,20,18607,00:27:31.2000000,69,84341,406604,87310936,106331815,942366905,1048698720,983503217,2032201937,3.5314882433513253,5.0867589072373685,0.3707526624202728,3,70,61,1.1311475
12,0,3576,00:00:00.2050000,1,1,3,1002,1002,0,1002,4509,5511,1,1,0,0,1,1,0
12,1,3995,00:00:00.2380000,1,1,3,2001,2001,0,2001,9371,11372,1,1,0,0,1,1,0
12,2,4344,00:00:00.2910000,2,2,5,4004,4004,0,4004,17627,21631,1.0012487512487513,1.0025006727674675,0,1,2,1,1
12,3,4727,00:00:00.3100000,2,4,10,8003,8006,1,8007,35318,43325,1.002124203423716,1.0042574048924797,0,1,2,1,1
12,4,5095,00:00:00.3270000,2,7,19,15531,15560,447,16007,68887,84894,1.0022535574013265,1.0045172214190505,0,1,2,1,1
12,5,5493,00:00:00.3540000,4,22,46,29349,29408,2594,32002,136649,168651,1.0090292684588913,1.0182735162912306,0.007017670664936304,1,4,3,1
12,6,5919,00:00:00.4200000,4,42,88,53605,53947,10113,64060,269245,333305,1.0206697136461151,1.0424216521179186,0.0152387460693717,1,4,3,1
12,7,6405,00:00:00.4950000,7,61,146,95162,95999,32048,128047,535634,663681,1.0534351947205818,1.1144699936905411,0.0341324582695961,1,7,6,1
12,8,6933,00:00:00.6140000,13,108,261,167837,169284,86925,256209,1023386,1279595,1.1374845832563738,1.3300757656620503,0.07913819700479507,1,13,12,1
12,9,7501,00:00:00.8460000,17,198,490,292870,295685,216539,512224,1881979,2394203,1.317051934305323,1.94452652891041,0.1606065183877945,2,17,15,1.0666667
12,10,8072,00:00:01.0720000,18,331,880,513275,520732,503859,1024591,3239339,4263930,1.5821382299936682,2.9670796140715843,0.2651013135910034,2,18,16,1.0625
12,11,8662,00:00:01.4650000,20,547,1506,900529,915415,1133391,2048806,5406493,7455299,1.8366426844665746,2.905797937083326,0.32880014181137085,2,20,18,1.0555556
12,12,9302,00:00:02.1760000,20,925,2642,1551460,1584773,2511901,4096674,9043981,13140655,2.0188725458600287,2.46334109642431,0.3411295413970947,2,20,17,1.117647
12,13,10037,00:00:03.6860000,21,1583,4749,2638999,2703984,5490645,8194629,15577300,23771929,2.1753805135962536,2.507747786269176,0.30135440826416016,2,21,18,1.1111112
12,14,10895,00:00:06.9850000,23,2854,8788,4469924,4605122,11790899,16396021,27451857,43847878,2.391342000445645,2.8072178645612373,0.22318121790885925,3,23,18,1.2222222
