RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,3251,00:00:00.0400000,1,2,2,1009,1010,0,1010,4085,5095,1,1,0,0,1,1,0
0,1,3545,00:00:00.0580000,1,1,3,2003,2003,0,2003,8387,10390,1,1,0,0,1,1,0
0,2,3808,00:00:00.0780000,1,1,5,4016,4016,0,4016,15707,19723,1,1,0,0,1,1,0
0,3,4074,00:00:00.0810000,1,3,7,8001,8003,9,8012,31195,39207,1,1,0,0,1,1,0
0,4,4351,00:00:00.0850000,1,5,12,15564,15581,423,16004,62266,78270,1,1,0,0,1,1,0
0,5,4652,00:00:00.0910000,1,24,43,29391,29477,2557,32034,126117,158151,1,1,0,0,1,1,0
0,6,4974,00:00:00.1030000,4,33,75,53801,54070,9968,64038,250180,314218,1.0031969665991338,1.0064212442334033,0,1,4,3,1
0,7,5336,00:00:00.1340000,7,57,139,96275,96778,31406,128184,496122,624306,1.0154141781355492,1.031508067208557,0.014242692850530148,1,7,6,1
0,8,5751,00:00:00.1720000,8,105,273,167482,168981,87037,256018,981176,1237194,1.0466139644857357,1.0996456105950636,0.0416659452021122,1,8,7,1
0,9,6197,00:00:00.2530000,10,181,509,289935,294164,218224,512388,1860299,2372687,1.1574732267577215,1.3975243897410967,0.12295916676521301,1,10,9,1
0,10,6643,00:00:00.3940000,15,300,899,504808,514483,509812,1024295,3319487,4343782,1.4070141519151835,2.5002546961447267,0.2624368667602539,2,15,12,1.1666666
0,11,7064,00:00:00.6410000,18,551,1579,887939,908082,1143317,2051399,5592679,7644078,1.7045979509853717,4.25798736640937,0.38771843910217285,2,18,15,1.1333333
0,12,7486,00:00:01.0390000,23,899,2736,1535887,1572050,2524315,4096365,9337834,13434199,1.9310444062616585,4.152705025425289,0.4311930239200592,2,23,19,1.1578947
0,13,7946,00:00:01.7460000,25,1544,4794,2611072,2689015,5509745,8198760,15988902,24187662,2.10750986567969,3.9044725922732577,0.4354301691055298,2,25,21,1.1428572
0,14,8460,00:00:03.1250000,26,2702,8782,4377830,4582911,11807216,16390127,28016866,44406993,2.324275725644897,4.63697373360647,0.44747263193130493,3,26,20,1.25
0,15,9023,00:00:06.0520000,39,4841,16342,7434954,7870945,24900081,32771026,49228974,82000000,2.6429142668535675,5.976924579648761,0.44459065794944763,3,39,30,1.2666667
0,16,9629,00:00:17.4390000,50,8596,30286,12736551,13639194,51941035,65580229,85934620,151514849,3.019579397907644,6.87089426258054,0.48106569051742554,3,51,41,1.2195122
0,17,10279,00:00:45.1850000,54,15146,56242,21913093,23697848,107419703,131117551,149124173,280241724,3.433525655187061,8.489457102874889,0.4983937740325928,4,55,42,1.2857143
0,18,10981,00:01:41.0540000,57,26862,104188,37454164,40867605,221471540,262339145,257316071,519655216,3.8190426570460896,6.094128917279837,0.39764404296875,4,58,43,1.3255814
0,19,11769,00:03:38.4480000,61,46822,195682,62609274,69495913,455178582,524674495,451205572,975880067,4.159061898721266,4.7080592013214675,0.40753015875816345,4,62,48,1.2708334
0,20,12666,00:07:49.2080000,63,82437,370976,103383580,118819899,930516480,1049336379,803047364,1852383743,4.657886078234087,5.964583275173265,0.36312732100486755,5,64,54,1.1666666
9,0,1598,00:00:00.0490000,1,1,1,1007,1007,0,1007,2554,3561,1,1,0,0,1,1,0
9,1,1778,00:00:00.0650000,2,3,3,2001,2003,0,2003,5093,7096,1.0029985007496252,1.0060149236751845,0,1,2,1,1
9,2,1945,00:00:00.0950000,2,3,4,4011,4015,0,4015,9902,13917,1.0087260034904013,1.0176042641012493,0,1,2,1,1
9,3,2122,00:00:00.1000000,2,5,7,7993,8003,4,8007,20241,28248,1.0096334292505942,1.0194524141619368,0,1,2,1,1
9,4,2301,00:00:00.1060000,3,10,13,15659,15691,329,16020,40209,56229,1.0117504310620091,1.023803790239027,0.005209216382354498,1,3,2,1
9,5,2498,00:00:00.1270000,4,15,25,29799,29876,2160,32036,82221,114257,1.0158730158730158,1.0323380021999768,0.00837361253798008,1,4,3,1
9,6,2712,00:00:00.1380000,7,22,41,55348,55415,8659,64074,164226,228300,1.0291970802919708,1.0606072902763124,0.018581876531243324,1,7,6,1
9,7,2952,00:00:00.1560000,7,53,97,99661,100014,28051,128065,326822,454887,1.0486549402474388,1.1036492296561415,0.03267335891723633,1,7,6,1
9,8,3226,00:00:00.1930000,10,98,203,175910,176533,79472,256005,647268,903273,1.0887897220169405,1.1940878195931652,0.05720885843038559,2,10,8,1.125
9,9,3536,00:00:00.2690000,11,152,378,306804,308883,203616,512499,1258115,1770614,1.1796586745935516,1.4264830592282474,0.11413369327783585,2,11,8,1.25
