RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,99,00:00:00.0660000,1,1,1,1030,1030,0,1030,144,1174,1,1,0,0,1,1,0
0,1,111,00:00:00.0830000,1,1,1,2118,2118,0,2118,324,2442,1,1,0,0,1,1,0
0,2,122,00:00:00.0840000,1,1,1,4186,4186,0,4186,646,4832,1,1,0,0,1,1,0
0,3,134,00:00:00.0850000,1,4,4,8432,8447,1,8448,1378,9826,1,1,0,0,1,1,0
0,4,145,00:00:00.0860000,4,10,10,16057,16088,32,16120,2581,18701,1.0084075481098587,1.0169918151693282,0.005693173501640558,1,4,3,1
0,5,156,00:00:00.1090000,8,15,15,32302,32328,222,32550,4891,37441,1.097826759952944,1.2236232954867123,0.06766688078641891,1,8,7,1
0,6,163,00:00:00.1100000,9,27,27,69309,69482,700,70182,7425,77607,1.4017804325556567,2.3897635078487327,0.23635563254356384,1,9,8,1
0,7,167,00:00:00.1100000,11,40,41,146677,147078,1675,148753,10157,158910,1.6730503078192218,3.125651798306476,0.33052387833595276,2,11,8,1.25
0,8,170,00:00:00.1110000,12,75,76,292105,293424,3799,297223,13838,311061,1.8493589633864536,2.6505016049062875,0.35639360547065735,2,12,9,1.2222222
0,9,173,00:00:00.1120000,14,134,136,628594,632475,9250,641725,20047,661772,2.0389567829155224,2.5163468160595457,0.3422771990299225,2,14,10,1.3
0,10,175,00:00:00.1140000,16,240,242,1147811,1155008,17340,1172348,26632,1198980,2.234346943878391,2.93162949577848,0.30063480138778687,2,16,12,1.25
0,11,177,00:00:00.1160000,17,533,535,2463017,2480722,34817,2515539,37139,2552678,2.500983549849636,3.2849132343897316,0.26372459530830383,2,17,13,1.2307693
0,12,179,00:00:00.1200000,16,1414,1416,6638042,6697795,80406,6778201,56105,6834306,2.756596900110002,2.559282233868165,0.25765520334243774,2,16,12,1.25
0,13,180,00:00:00.1240000,15,2486,2488,11723571,11836722,131695,11968417,72026,12040443,2.8458344304819754,2.182407111668747,0.24630855023860931,2,15,11,1.2727273
0,14,181,00:00:00.1320000,14,4248,4250,20264314,20472511,226764,20699275,95628,20794903,2.9028251832260397,2.000839015853386,0.2694358229637146,2,14,10,1.3
0,15,182,00:00:00.1440000,13,7083,7086,33948639,34322195,397418,34719613,130020,34849633,2.937165993605811,1.9489858285587605,0.30117204785346985,2,13,9,1.3333334
0,16,184,00:00:00.1920000,10,17880,17887,86481589,87606690,1182927,88789617,247227,89036844,2.97425560716744,2.051458097998708,0.4088223874568939,2,11,8,1.25
0,17,185,00:00:00.2400000,8,26937,26946,130410878,132347175,1966234,134313409,339888,134653297,2.983922161769358,2.1193038314694674,0.6321540474891663,2,9,7,1.1428572
0,18,187,00:00:00.4200000,9,56274,56299,271594373,275593297,4946132,280539429,621523,281160952,2.991594700675187,2.2425230558887637,0.6987925171852112,2,10,8,1.125
0,19,189,00:00:00.6800000,10,106831,106911,512067813,521589539,11076549,532666088,1075113,533741201,2.9971338542225463,2.294438916564643,0.7504026293754578,3,11,8,1.25
0,20,192,00:00:01.2030000,12,247167,247465,1157948019,1201413962,31337268,1232751230,2218827,1234970057,3.0081857361854514,2.303848290523625,0.7942628264427185,3,13,10,1.2
9,0,267,00:00:00.0670000,1,1,1,1010,1010,0,1010,212,1222,1,1,0,0,1,1,0
9,1,283,00:00:00.0790000,2,2,2,2033,2033,0,2033,427,2460,1.0191834727004427,1.0391023603223244,0,1,2,1,1
9,2,296,00:00:00.0810000,2,2,2,4323,4323,0,4323,813,5136,1.1956974323386538,1.4594276654598004,0,1,2,1,1
9,3,302,00:00:00.0810000,2,2,2,8127,8127,0,8127,1159,9286,1.443460071367048,1.9747486561217746,0,1,2,1,1
9,4,307,00:00:00.0820000,2,5,5,17155,17187,12,17199,1681,18880,1.6725153016613232,1.787236566432384,0,1,2,1,1
9,5,311,00:00:00.0820000,4,10,10,35271,35292,86,35378,2517,37895,1.8266281080774573,1.4841360664058956,0.016525667160749435,2,4,2,1.5
9,6,315,00:00:00.0960000,5,18,19,78511,78561,419,78980,4093,83073,2.0038465947446853,1.5184793802117693,0.08214351534843445,2,5,3,1.3333334
9,7,317,00:00:00.0960000,5,27,28,129774,129954,888,130842,5442,136284,2.178818561499222,1.9339379127354006,0.18949611485004425,2,5,3,1.3333334
