RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,1614,00:00:00.0400000,1,1,1,1003,1003,0,1003,2582,3585,1,1,0,0,1,1,0
0,1,1806,00:00:00.0500000,1,2,2,2000,2001,0,2001,5308,7309,1,1,0,0,1,1,0
0,2,1976,00:00:00.0710000,1,2,3,4020,4021,0,4021,10111,14132,1,1,0,0,1,1,0
0,3,2145,00:00:00.0730000,3,4,7,8009,8014,4,8018,19499,27517,1.0022474715944563,1.0045075557487322,0,1,3,2,1
0,4,2321,00:00:00.0870000,4,11,15,15656,15672,340,16012,39150,55162,1.005109862033725,1.0102892590220591,0,1,4,3,1
0,5,2505,00:00:00.0910000,4,17,26,29840,29911,2107,32018,78324,110342,1.0150804289544235,1.0307737289274883,0.013105589896440506,1,4,3,1
0,6,2702,00:00:00.0960000,7,30,44,55516,55677,8365,64042,153712,217754,1.049265076734635,1.1054387349000172,0.03712579980492592,1,7,6,1
0,7,2910,00:00:00.1060000,12,51,79,101187,101604,26686,128290,294150,422440,1.1377252018539932,1.3357168881531487,0.08996917307376862,1,12,11,1
0,8,3120,00:00:00.1210000,17,78,132,182016,183146,72932,256078,538650,794728,1.30668732419128,1.9645738172812386,0.18727968633174896,2,17,14,1.1428572
0,9,3323,00:00:00.1440000,23,158,262,329863,331998,181258,513256,936988,1450244,1.556518918460088,3.476486484272269,0.300947368144989,2,23,19,1.1578947
0,10,3516,00:00:00.1850000,24,299,492,595869,602305,422864,1025169,1568722,2593891,1.8397013437517307,5.712999150234363,0.3798477351665497,2,24,20,1.15
0,11,3703,00:00:00.2780000,29,499,897,1085381,1099135,949992,2049127,2577823,4626950,2.160630230306224,7.9692181459880675,0.3934568464756012,3,29,24,1.1666666
0,12,3889,00:00:00.3890000,30,898,1638,1969151,2004642,2099907,4104549,4226519,8331068,2.490347362899036,8.788825866921027,0.3997170925140381,3,30,24,1.2083334
