RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,2508,00:00:00.0560000,1,1,1,1006,1006,0,1006,5290,6296,1,1,0,0,1,1,0
0,1,2873,00:00:00.0730000,2,2,2,2010,2010,0,2010,10697,12707,1.0024875621890548,1.0049874559391574,0,1,2,1,1
0,2,3270,00:00:00.0940000,2,2,2,4006,4006,0,4006,22593,26599,1.007239141288068,1.0145831259771356,0,1,2,1,1
0,3,3631,00:00:00.0980000,2,2,2,8017,8017,0,8017,43221,51238,1.0203317949357615,1.041489652496798,0,1,2,1,1
0,4,3969,00:00:00.1020000,2,4,4,16020,16025,0,16025,82241,98266,1.0437578027465668,1.0913290769407833,0,1,2,1,1
0,5,4294,00:00:00.1070000,2,6,8,31982,32023,0,32023,157206,189229,1.0867050215746357,1.1881769763704229,0,1,2,1,1
0,6,4591,00:00:00.1120000,3,10,15,63973,64072,0,64072,293594,357666,1.1547996811154706,1.355014177889329,0.009160918183624744,1,3,2,1
0,7,4865,00:00:00.1270000,4,18,32,127844,128039,0,128039,544297,672336,1.2638137104596228,1.6406156464788146,0.020989229902625084,1,4,3,1
0,8,5114,00:00:00.1350000,5,32,61,255950,256413,0,256413,1001362,1257775,1.3992928306309826,1.9447103137720174,0.03320847451686859,1,5,4,1
0,9,5336,00:00:00.1460000,6,55,108,511231,512304,0,512304,1817276,2329580,1.5315874819797703,2.0430895843315757,0.044793277978897095,2,6,4,1.25
0,10,5539,00:00:00.1640000,6,123,214,1020943,1024406,0,1024406,3307353,4331759,1.6502880180382253,1.908927790985049,0.052795637398958206,2,6,4,1.25
0,11,5727,00:00:00.1950000,6,229,413,2039760,2049559,0,2049559,6068115,8117674,1.748602286543515,1.6987601994733568,0.0608980767428875,2,6,4,1.25
0,12,5905,00:00:00.2520000,7,436,769,4073645,4097730,0,4097730,11305610,15403340,1.8268592378570052,1.5223679406880883,0.06233296915888786,2,7,5,1.2
0,13,6076,00:00:00.3540000,7,792,1445,8148416,8222073,0,8222073,21399119,29621192,1.8893972767222489,1.3983392101711603,0.066203273832798,2,7,5,1.2
0,14,6240,00:00:00.5480000,8,1541,2779,16239781,16437056,0,16437056,40769330,57206386,1.9419287119696995,1.3332006484798449,0.06625477969646454,2,8,6,1.1666666
0,15,6399,00:00:00.8720000,14,3072,5392,32538770,32872769,0,32872769,78325187,111197956,1.9965946162070662,1.3336144899533937,0.06638719886541367,2,14,12,1.0833334
0,16,6553,00:00:01.4430000,15,6210,10806,64914619,65817303,0,65817303,151085282,216902585,2.0498831395744617,1.370805230268441,0.0657833144068718,3,15,12,1.1666666
0,17,6701,00:00:02.5720000,18,12252,21076,129327364,131445992,0,131445992,290850273,422296265,2.1127065189390235,1.4702883919804495,0.06547872722148895,3,18,15,1.1333333
0,18,6843,00:00:05.9040000,19,24001,40970,256966114,262597649,0,262597649,558605704,821203353,2.1885246667192857,1.635342540864462,0.06714870035648346,3,19,15,1.2
0,19,6978,00:00:13.3770000,22,47208,79434,511393621,524730875,0,524730875,1066859374,1591590249,2.283957892779425,1.8963316745693255,0.07501126080751419,3,22,18,1.1666666
0,20,7106,00:00:27.3680000,24,92921,153849,1020222361,1052639238,0,1052639238,2031302163,3083941401,2.3974997289831017,2.2593774632863357,0.0844850093126297,3,24,20,1.15
9,0,2155,00:00:00.0290000,1,1,1,1004,1004,0,1004,4309,5313,1,1,0,0,1,1,0
9,1,2539,00:00:00.0400000,1,1,1,2001,2001,0,2001,10148,12149,1,1,0,0,1,1,0
9,2,2910,00:00:00.0600000,1,1,3,4011,4011,0,4011,20365,24376,1,1,0,0,1,1,0
9,3,3242,00:00:00.0630000,1,3,5,7991,8004,0,8004,39266,47270,1,1,0,0,1,1,0
9,4,3567,00:00:00.0670000,2,4,8,15988,16001,0,16001,76648,92649,1.0013134851138354,1.0026304657654312,0,1,2,1,1
9,5,3901,00:00:00.0720000,3,4,12,32031,32034,0,32034,153870,185904,1.0068371265336704,1.0137860303427217,0.0037452057003974915,1,3,2,1
9,6,4237,00:00:00.0860000,3,6,19,64026,64064,0,64064,309011,373075,1.0148689594852092,1.030274844870937,0.012610347010195255,1,3,2,1
9,7,4569,00:00:00.0930000,4,18,37,128006,128064,0,128064,615202,743266,1.0312563473587175,1.0649481072704872,0.020321356132626534,1,4,3,1
9,8,4895,00:00:00.1030000,4,29,63,255940,256195,0,256195,1216874,1473069,1.0666679690552474,1.1447085958061451,0.043666500598192215,1,4,3,1
9,9,5204,00:00:00.1190000,4,58,133,510879,512125,0,512125,2353850,2865975,1.1310251546843773,1.307819578690359,0.08699052780866623,1,4,3,1
9,10,5491,00:00:00.1480000,4,126,277,1021382,1026096,0,1026096,4461207,5487303,1.2280008850753195,1.6001434186157248,0.1503176987171173,1,4,3,1
9,11,5747,00:00:00.1990000,6,248,528,2037791,2049607,0,2049607,8219075,10268682,1.3525979847786156,2.0508750823805695,0.1671682894229889,1,6,5,1
9,12,5978,00:00:00.2990000,9,452,949,4083221,4108504,0,4108504,15007022,19115526,1.4887362207433787,2.5550622234827833,0.1996147632598877,2,9,7,1.1428572
9,13,6185,00:00:00.4180000,10,893,1725,8131546,8201282,0,8201282,27179567,35380849,1.616046444304687,2.8443029629606835,0.24895204603672028,2,10,8,1.125
9,14,6376,00:00:00.6560000,13,1729,3282,16254422,16423932,0,16423932,49661733,66085665,1.7285808747921028,2.8609600273856697,0.2768617868423462,2,13,10,1.2
9,15,6554,00:00:01.0620000,14,3249,6216,32358207,32832705,0,32832705,91597598,124430303,1.8219627558473805,2.7387691860638625,0.31035515666007996,2,14,11,1.1818181
9,16,6722,00:00:01.7240000,19,6427,11910,64570617,65565290,0,65565290,170706531,236271821,1.907592721314712,2.6611602504797864,0.3345504105091095,2,19,16,1.125
9,17,6883,00:00:02.9780000,20,12672,22856,128896900,131575827,0,131575827,322529188,454105015,1.9837667546698174,2.6540659644041456,0.3560619354248047,2,20,17,1.117647
