RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,51728,00:00:00.8940000,1,1,5,458,458,543,1001,74743,75744,1,1,0,0,1,1,0
0,1,58981,00:00:01.0370000,1,1,6,746,746,1259,2005,114378,116383,1,1,0,0,1,1,0
0,2,65541,00:00:01.1910000,1,1,8,1191,1191,2812,4003,168790,172793,1,1,0,0,1,1,0
0,3,70776,00:00:01.2850000,1,1,11,1925,1925,6076,8001,242948,250949,1,1,0,0,1,1,0
0,4,77163,00:00:01.4100000,2,2,14,3046,3046,12957,16003,389199,405202,1.1050558108995403,1.2315849902606635,0,1,2,1,1
0,5,83314,00:00:01.5710000,3,3,24,5046,5046,26966,32012,611516,643528,1.7736821244550138,1.5488746456132338,0,2,3,1,2
0,6,88692,00:00:01.7120000,2,3,40,8138,8140,55880,64020,930720,994740,1.9921356598672892,1.0158523929874679,0,1,2,1,1
0,7,94945,00:00:01.9390000,1,2,81,13093,13100,114909,128009,1527798,1655807,2,1,0,0,1,1,0
0,8,103079,00:00:02.3480000,5,9,150,20995,21006,235026,256032,2766390,3022422,2.0644915456060966,1.1382091576501945,0.019602645188570023,1,5,4,1
0,9,111687,00:00:03.0380000,7,15,249,34448,34501,477551,512052,4843865,5355917,2.8314561077566185,1.7010694629351766,0.21771617233753204,2,7,5,1.2
0,10,119785,00:00:04.0300000,13,23,425,57094,57169,966846,1024015,7977728,9001743,3.4782113707219673,3.187517144624729,0.25519701838493347,2,13,10,1.2
0,11,127854,00:00:05.7630000,19,49,753,92793,93586,1954459,2048045,12962828,15010873,4.048150183742308,2.3492201684324643,0.31134796142578125,3,20,13,1.4615384
0,12,136504,00:00:08.9940000,31,69,1247,154820,155769,3940425,4096194,21451049,25547243,4.875474744865005,9.673773759162922,0.7599804401397705,3,32,22,1.4090909
0,13,145308,00:00:14.6570000,43,119,2176,257296,260425,7932272,8192697,35217816,43410513,5.93190333312605,6.260509640114155,0.5137428641319275,3,44,32,1.34375
0,14,153905,00:00:23.6930000,33,166,3590,431342,438865,15946410,16385275,56543597,72928872,7.264831618530076,6.14052695760479,0.47652947902679443,3,34,23,1.4347826
0,15,162828,00:00:39.1240000,48,266,6188,711763,729783,32039476,32769259,91896553,124665812,8.10993687505532,5.81377424565618,0.4047310948371887,3,49,37,1.2972972
0,16,172510,00:01:08.7830000,65,571,11011,1183439,1245983,64290831,65536814,152734145,218270959,9.639427127211457,5.970813441613946,0.3500586748123169,4,66,49,1.3265306
0,17,182245,00:02:27.4840000,44,848,19053,2060036,2160986,128916533,131077519,249975702,381053221,11.434275420429547,7.267575999562644,0.4071388840675354,4,45,31,1.4193548
0,18,192392,00:07:10.9170000,79,1484,33796,3425722,3709536,258439451,262148987,411554400,673703387,12.995363021284271,14.119590799306314,0.514676570892334,3,80,65,1.2153846
0,19,202824,00:16:24.0770000,61,2492,60175,6134572,6622193,517674435,524296628,673541904,1197838532,15.437426115464943,7.421546559214102,0.4120084047317505,4,62,44,1.3863636
0,20,212791,00:32:33.3050000,47,3980,106268,11114075,12013862,1036605182,1048619044,1069881981,2118501025,18.10801159790626,2.9948531789340116,0.1691356599330902,4,48,39,1.2051282
9,0,85044,00:00:00.7190000,2,2,8,452,452,549,1001,97245,98246,1.084070796460177,1.1820412081799654,0,1,2,1,1
9,1,90955,00:00:00.7890000,2,2,12,737,737,1264,2001,129926,131927,1.440976933514247,1.9725131291090752,0,1,2,1,1
9,2,94106,00:00:00.8240000,2,2,13,1188,1188,2813,4001,156924,160925,1.9604377104377104,1.0822443133256268,0,1,2,1,1
9,3,97124,00:00:00.8590000,1,2,15,1948,1949,6054,8003,200520,208523,2,1,0,0,1,1,0
9,4,100397,00:00:00.9140000,1,1,17,3125,3125,12878,16003,276293,292296,2,1,0,0,1,1,0
9,5,104766,00:00:00.9680000,1,2,24,5023,5024,26991,32015,438963,470978,2,1,0,0,1,1,0
9,6,110293,00:00:01.0570000,2,4,46,7963,7969,56049,64018,771273,835291,2.0016325505462764,1.0032704730579702,0,1,2,1,1
9,7,116625,00:00:01.2060000,7,7,75,13321,13321,114693,128014,1372847,1500861,2.504841978830418,2.561867900816451,0.3346427083015442,2,7,5,1.2
9,8,121583,00:00:01.3590000,9,15,106,22574,22602,233427,256029,2121719,2377748,3.7346947816071587,1.707027547275846,0.4103870987892151,3,9,6,1.3333334
9,9,126561,00:00:01.5830000,11,21,181,36447,36541,475524,512065,3337057,3849122,4.017477432984882,1.1730661320748577,0.12542811036109924,3,12,9,1.2222222
9,10,132268,00:00:01.9780000,14,29,312,59195,59376,964719,1024095,5554270,6578365,4.479770250865783,3.2359626946329887,0.3666918873786926,1,14,13,1
9,11,138556,00:00:02.6480000,19,39,535,96694,97088,1950923,2048011,9449710,11497721,4.992378017250295,7.010807755822729,0.6913583278656006,2,19,14,1.2857143
9,12,145641,00:00:03.9850000,24,61,957,159229,160548,3935803,4096351,16424576,20520927,5.693045864760816,3.313958833253802,0.42814749479293823,3,25,18,1.3333334
9,13,153050,00:00:06.8630000,25,99,1798,264872,267937,7924162,8192099,28000138,36192237,6.658544504515389,3.7464522344967524,0.1833750158548355,4,26,20,1.25
9,14,160995,00:00:12.7940000,33,182,3229,436068,445276,15938808,16384084,47795995,64180079,7.5383862149939915,6.555064811277812,0.36600953340530396,3,33,25,1.28
9,15,169386,00:00:23.5830000,41,324,5672,738870,763182,32006047,32769229,80944044,113713273,9.178402154641548,7.48306509527066,0.32056769728660583,5,42,28,1.4642857
9,16,177336,00:00:41.1110000,25,478,9856,1296559,1334385,64203814,65538199,130905859,196444058,10.994598009037768,2.6023096789206095,0.39575332403182983,4,26,19,1.3157895
9,17,185858,00:01:14.4050000,52,846,17459,2162428,2275117,128799338,131074455,216209842,347284297,12.497642927302088,9.16657942437556,0.4599786698818207,4,53,41,1.2682927
9,18,194767,00:02:20.8720000,35,1482,31050,3800919,4021500,258140085,262161585,357655650,619817235,14.69008100409401,3.507607736607571,0.37122154235839844,3,36,26,1.3461539
9,19,203776,00:04:30.6210000,45,2446,55654,6328280,6898366,517398656,524297022,583687655,1107984677,16.20752684773746,2.1845725957378925,0.17203384637832642,3,45,38,1.1578947
9,20,213543,00:11:35.9340000,69,4372,101230,11216864,12258437,1036380092,1048638529,972019544,2020658073,18.588125433276183,8.729459711031522,0.25774601101875305,5,70,51,1.3529412
10,0,58458,00:00:00.4570000,1,1,5,456,456,545,1001,82437,83438,1,1,0,0,1,1,0
10,1,66308,00:00:00.5320000,1,1,8,738,738,1264,2002,123319,125321,1,1,0,0,1,1,0
10,2,73559,00:00:00.5980000,2,2,12,1158,1158,2845,4003,185957,189960,1.0043177892918826,1.0086728053899967,0,1,2,1,1
10,3,79267,00:00:00.6570000,1,1,15,1889,1889,6112,8001,267386,275387,1,1,0,0,1,1,0
10,4,86996,00:00:00.7600000,1,1,24,3060,3060,12942,16002,443544,459546,1,1,0,0,1,1,0
10,5,95769,00:00:00.8780000,4,5,39,4821,4822,27183,32005,771847,803852,1.0041485169052065,1.0083429670280548,0,1,4,3,1
10,6,105376,00:00:01.0570000,3,6,64,7966,7972,56031,64003,1338830,1402833,1.4763996987195582,2.0098099293993834,0,2,3,1,2
10,7,112375,00:00:01.2390000,3,4,103,13273,13276,114728,128004,1999001,2127005,2.139305356739245,1.487190656280108,0,2,3,1,2
10,8,118733,00:00:01.4710000,8,10,155,22081,22086,233939,256025,2957533,3213558,3.1297042706399165,2.6965636791927254,0.2582607865333557,3,8,5,1.4
10,9,124143,00:00:01.7340000,9,16,230,36902,36944,475060,512004,4267602,4779606,4.067340523548859,4.8809222680149595,0.6960713863372803,3,9,5,1.6
10,10,129562,00:00:02.1340000,10,26,363,60186,60362,963656,1024018,6367514,7391532,4.797909812913302,1.5676452165609325,0.3822377622127533,2,10,6,1.5
10,11,135641,00:00:02.8670000,12,36,617,97146,97818,1950185,2048003,10144105,12192108,4.9934840343400655,1.0902408322500223,0.16087757050991058,3,13,8,1.5
10,12,143009,00:00:04.5090000,24,71,1062,157365,158516,3937770,4096286,17422581,21518867,5.3258602611762464,2.2319819447074507,0.1153164803981781,3,25,22,1.0909091
10,13,150966,00:00:07.8380000,31,108,1879,260200,263460,7929044,8192504,29867438,38059942,6.247159877017679,7.97841640948486,0.29381248354911804,3,32,26,1.1923077
10,14,159352,00:00:14.3790000,35,199,3333,426570,438366,15945916,16384282,50737833,67122115,7.206210000703284,2.5307948278285433,0.25771424174308777,4,36,26,1.3461539
10,15,167847,00:00:25.5740000,29,273,5904,741765,759274,32009717,32768991,84205354,116974345,9.002529102882988,2.1597610233017703,0.31034737825393677,5,30,20,1.45
10,16,176210,00:00:44.4840000,25,488,10208,1280377,1319045,64217848,65536893,136698949,202235842,10.817723217458608,2.7806908983603433,0.41861432790756226,3,26,20,1.25
10,17,184990,00:01:19.3910000,65,800,17799,2109268,2222292,128854144,131076436,224683826,355760262,11.976692388070173,9.467780130835063,0.49787774682044983,3,66,52,1.25
10,18,194530,00:02:37.7190000,74,1538,31890,3601114,3862739,258290919,262153658,376549919,638703577,13.87925097622569,8.593509196676377,0.3620861768722534,4,75,53,1.3962264
10,19,204171,00:06:53.2240000,58,2476,57192,6190399,6750175,517550024,524300199,618308144,1142608343,15.80791189711681,4.41542159794055,0.22421890497207642,4,59,48,1.2083334
10,20,213821,00:18:53.7470000,45,4015,102533,11138572,12124353,1036459439,1048583792,1002324481,2050908273,18.27970569297393,2.121164451312642,0.06922734528779984,4,46,39,1.1538461
11,0,70860,00:00:00.5710000,3,3,5,459,459,543,1002,74141,75143,1.9302832244008714,1.1594034993200155,0,2,3,1,2
11,1,74206,00:00:00.6100000,2,2,8,748,748,1254,2002,91636,93638,1.981283422459893,1.0381332579562281,0,1,2,1,1
11,2,75936,00:00:00.6280000,1,1,10,1202,1202,2802,4004,106691,110695,2,1,0,0,1,1,0
11,3,78495,00:00:00.6520000,1,1,11,2024,2024,5978,8002,142777,150779,2,1,0,0,1,1,0
11,4,82031,00:00:00.7090000,2,3,21,3136,3137,12865,16002,224115,240117,2.003826530612245,1.0076824016340722,0,1,2,1,1
11,5,86310,00:00:00.7670000,1,3,31,5133,5135,26870,32005,383446,415451,2,1,0,0,1,1,0
11,6,91668,00:00:00.8560000,3,3,48,8164,8164,55851,64015,704224,768239,2.003552180303773,1.0071360242426106,0,1,3,2,1
11,7,98130,00:00:01.0050000,5,7,80,13133,13135,114869,128004,1322958,1450962,2.0901545724510773,1.2029471448061848,0.06259079277515411,1,5,4,1
11,8,105012,00:00:01.2280000,6,10,131,21593,21609,234425,256034,2365036,2621070,2.8018339276617423,3.452049711089206,0.47763490676879883,2,6,4,1.25
11,9,111277,00:00:01.5250000,10,18,232,35717,35782,476253,512035,3884461,4396496,3.628944200240782,3.3377213893198787,0.28454717993736267,3,10,7,1.2857143
11,10,116942,00:00:01.9590000,11,21,366,60569,60700,963381,1024081,6069556,7093637,4.795505951889581,2.9766253467309953,0.1392054259777069,4,12,7,1.5714285
11,11,122748,00:00:02.6170000,13,36,586,99174,99531,1948583,2048114,9658642,11706756,5.539123157279126,4.2364974188487174,0.39008551836013794,3,13,8,1.5
11,12,128849,00:00:03.8290000,18,49,992,165213,166054,3929985,4096039,15656762,19752801,6.43956589372507,4.734263902480277,0.28622502088546753,4,19,12,1.5
11,13,135348,00:00:06.2910000,21,114,1715,273707,276852,7915494,8192346,25828288,34020634,7.361430288593277,5.007848249898239,0.5853573679924011,4,22,16,1.3125
11,14,142379,00:00:11.1180000,34,179,3018,450687,461544,15922488,16384032,43344744,59728776,8.304501793927937,6.177849814330168,0.4344737231731415,4,35,28,1.2142857
11,15,149592,00:00:19.8970000,24,315,5279,786987,806949,31962799,32769748,71795227,104564975,10.285228345576229,2.5865840525576536,0.08164720237255096,5,25,18,1.3333334
11,16,157034,00:00:35.5010000,29,448,9159,1307037,1349982,64186304,65536286,118778831,184315117,11.286762348732285,2.393265525702995,0.1307179033756256,3,29,25,1.12
11,17,165341,00:01:06.3650000,66,860,16695,2147335,2287090,128794833,131081923,202066552,333148475,12.585125748893395,11.518998792061424,0.2891921401023865,4,67,52,1.2692307
11,18,174167,00:02:30.6140000,49,1499,30391,3685227,3955483,258191905,262147388,342817121,604964509,14.323493505284748,3.056844233665459,0.18702909350395203,4,50,38,1.2894737
