RepeatId,GenerationId,Generations,Time,SubcloneSelect,SubcloneAlive,SubcloneTotal,CellSelectCount,CellAliveCount,CellNecroCount,CellTumorCount,CellLostCount,CellTotalCount,MeanDriversPerCell,ClonalDiversity,TreeBalance,TreeDepth,NodeCount,LeafCount,Branching
0,0,2652,00:00:00.0360000,1,2,4,1006,1007,0,1007,6315,7322,1,1,0,0,1,1,0
0,1,3013,00:00:00.0470000,1,1,5,2002,2002,0,2002,11582,13584,1,1,0,0,1,1,0
0,2,3356,00:00:00.0680000,1,2,7,4001,4002,0,4002,21361,25363,1,1,0,0,1,1,0
0,3,3660,00:00:00.0720000,3,5,10,8014,8018,0,8018,39251,47269,1.0061142999750436,1.012320221716802,0,1,3,2,1
0,4,3998,00:00:00.0870000,4,4,12,16027,16027,0,16027,78457,94484,1.011418231733949,1.0231809667357614,0.010135022923350334,1,4,3,1
0,5,4331,00:00:00.0930000,4,11,21,32036,32048,0,32048,154824,186872,1.0222874266450244,1.0458925643071595,0.01894395612180233,1,4,3,1
0,6,4671,00:00:00.1010000,4,17,43,63887,64028,0,64028,312292,376320,1.0456117833048977,1.096749006802881,0.03793172538280487,1,4,3,1
0,7,4994,00:00:00.1130000,5,35,80,127048,127725,427,128152,608375,736527,1.0888719224230212,1.1997206599646038,0.06331559270620346,1,5,4,1
0,8,5301,00:00:00.1310000,9,64,131,247954,249102,7369,256471,1157722,1414193,1.1842277196576785,1.4523004560052506,0.10968968272209167,2,9,6,1.3333334
0,9,5588,00:00:00.1620000,12,121,281,468983,471542,40975,512517,2122270,2634787,1.3340590170645845,1.964951229945063,0.1660287082195282,2,12,9,1.2222222
0,10,5859,00:00:00.2150000,13,217,512,867091,873745,152047,1025792,3767842,4793634,1.5455182904677824,2.925820138467459,0.24532055854797363,2,13,10,1.2
0,11,6117,00:00:00.3040000,16,360,870,1572691,1587286,461801,2049087,6533987,8583074,1.8114480212578312,4.3879493352615295,0.2769574522972107,2,16,12,1.25
0,12,6366,00:00:00.4680000,19,699,1560,2831350,2858892,1239543,4098435,11129809,15228244,2.106453458597489,5.595814250032008,0.3090328872203827,3,19,14,1.2857143
0,13,6616,00:00:00.7350000,20,1246,2763,5025611,5087384,3104831,8192215,18946205,27138420,2.38662582519817,5.35012561493589,0.321748286485672,3,20,15,1.2666667
0,14,6879,00:00:01.2190000,20,2265,4952,8816100,8959164,7429244,16388408,32668637,49057045,2.6317343269699753,4.342922749439328,0.28708750009536743,3,20,14,1.3571428
0,15,7167,00:00:02.0970000,21,4029,9140,15275246,15596068,17226111,32822179,57518049,90340228,2.842689603820456,3.6339061689457917,0.29047685861587524,3,21,15,1.3333334
0,16,7488,00:00:04.2080000,23,7118,16991,26098241,26890846,38758176,65649022,102880986,168530008,3.035288010406525,3.5011625484070055,0.2572689652442932,3,23,17,1.2941177
0,17,7847,00:00:12.3210000,30,12834,31670,44195635,46180804,84910050,131090854,185314290,316405144,3.2649752628285578,3.983877083984641,0.32930514216423035,4,30,22,1.3181819
0,18,8245,00:00:30.7260000,40,23174,59802,74607003,79735285,182457815,262193100,332986465,595179565,3.560800505550397,4.646197913103036,0.3042890131473541,4,41,29,1.3793104
0,19,8678,00:01:08.8870000,61,41839,112301,126968612,138859446,385974999,524834445,591919314,1116753759,3.9473147583908377,5.223037232844936,0.2573489248752594,5,62,48,1.2708334
0,20,9141,00:02:24.0740000,66,75677,209643,213195761,243645310,805973439,1049618749,1036303759,2085922508,4.403426543738831,7.484418547041854,0.43389058113098145,4,67,50,1.32
9,0,3306,00:00:00.0890000,1,1,2,1003,1003,0,1003,5430,6433,1,1,0,0,1,1,0
9,1,3681,00:00:00.1090000,1,1,2,2002,2002,0,2002,10659,12661,1,1,0,0,1,1,0
9,2,3985,00:00:00.1420000,1,1,3,4009,4009,0,4009,19204,23213,1,1,0,0,1,1,0
9,3,4339,00:00:00.1510000,1,3,5,8009,8011,0,8011,39522,47533,1,1,0,0,1,1,0
9,4,4695,00:00:00.1610000,2,3,7,16030,16041,0,16041,80198,96239,1.0018714909544604,1.0037499379070554,0,1,2,1,1
9,5,5036,00:00:00.1730000,2,9,17,31981,32010,0,32010,158863,190873,1.0027516337825584,1.0055184398412704,0,1,2,1,1
9,6,5377,00:00:00.1870000,3,22,44,64054,64133,0,64133,314780,378913,1.0114590814000688,1.0232195031794262,0.007175912614911795,1,3,2,1
9,7,5720,00:00:00.2230000,3,37,86,127307,127750,460,128210,631171,759381,1.0255759698995341,1.0526919091663018,0.01849341206252575,1,3,2,1
9,8,6054,00:00:00.2550000,6,62,155,247300,248562,7721,256283,1231702,1487985,1.0572341285887585,1.1225496392980152,0.02652120776474476,1,6,5,1
9,9,6396,00:00:00.3070000,8,110,267,465315,468877,43895,512772,2388378,2901150,1.1178706897478052,1.2716860288981346,0.05169712007045746,1,8,7,1
9,10,6742,00:00:00.4010000,12,238,559,852408,861616,163975,1025591,4500864,5526455,1.2313152856378635,1.610407388002124,0.09399999678134918,1,12,11,1
9,11,7085,00:00:00.6120000,17,423,1021,1530651,1550299,500185,2050484,8190080,10240564,1.393617486938564,2.2089201250040187,0.15491081774234772,2,17,15,1.0666667
9,12,7431,00:00:00.9110000,22,716,1847,2712778,2753925,1349278,4103203,14592902,18696105,1.5805631717744688,2.8280104525214336,0.22132684290409088,2,22,20,1.05
9,13,7788,00:00:01.4480000,25,1374,3386,4708214,4817167,3377975,8195142,25778000,33973142,1.7576475920593244,2.8934734047518065,0.2907884120941162,2,25,20,1.2
