ParentId,ChildId
	0,4
	0,8
	0,10
	0,11
	0,14
	0,18
	0,22
	0,25
	0,32
	0,35
	4,163
	4,168
	4,182
	4,188
	4,189
	4,208
	4,218
	4,239
	4,266
	11,291
	4,298
	4,302
	4,321
	4,1382
	208,1467
	4,1605
	189,1615
	18,1664
	4,1697
	239,1790
	163,1823
	1790,2423
	218,4781
	1697,4856
	188,5350
	2423,10793
	2423,11634
	2423,12147
	2423,12477
	2423,13085
	4856,13095
	2423,13348
	2423,13443
	2423,13467
	2423,14666
	2423,25257
	11634,26216
	2423,26342
	2423,29639
	29639,37974
	11634,47335
	25257,49550
	2423,49880
	37974,74423
