ParentId,ChildId
	0,5
	0,6
	0,7
	0,11
	0,14
	0,22
	0,26
	0,30
	0,32
	0,34
	7,111
	14,171
	11,247
	26,606
	111,657
	111,658
	111,668
	111,682
	14,735
	111,736
	111,886
	111,966
	111,1032
	111,1795
	606,1964
	606,2348
	682,2370
	735,2430
	735,2855
	658,4622
	1795,4696
	1795,4938
	2855,5703
	2370,6074
	1795,6287
	2348,6980
	6287,12403
	4622,12695
	2370,13000
	5703,14341
	13000,18637
	4622,26264
	18637,35262
	18637,38452
	18637,39525
	35262,69620
