ParentId,ChildId
	0,1
	0,6
	0,7
	0,10
	0,12
	0,18
	0,27
	0,37
	37,190
	6,206
	6,215
	6,239
	6,244
	27,316
	27,330
	12,352
	7,379
	244,568
	215,837
	244,1006
	239,1040
	244,1066
	18,1102
	0,1242
	316,1650
	837,2783
	837,3176
	837,3297
	1006,3407
	1650,5713
	1650,5930
	1650,6176
	1650,6506
	1650,6519
	1650,7264
	239,7493
	1650,7627
	1650,7803
	5713,12689
	5713,13391
	6506,13456
	5930,14525
	1650,15211
	5930,16223
	6519,16714
	6506,31850
	13456,46395
