ParentId,ChildId
	0,4
	0,6
	0,11
	0,12
	0,15
	0,17
	0,35
	0,79
	6,108
	12,119
	11,206
	11,213
	12,270
	12,275
	79,519
	119,534
	108,561
	79,581
	108,592
	108,596
	108,629
	108,651
	79,706
	534,1786
	561,1976
	519,2013
	561,2231
	561,2439
	206,2555
	561,2624
	519,2694
	651,2863
	534,2950
	1976,6386
	1786,6436
	1786,7174
	6436,10014
	534,12246
	10014,25684
	10014,25960
	10014,26336
	10014,26436
	10014,32358
	25960,42156
	26436,45252
	25960,46172
	26436,60601
