ParentId,ChildId
	0,1
	0,3
	0,5
	5,8
	5,12
	5,13
	3,16
	5,22
	13,92
	8,116
	92,139
	139,750
	139,1214
	750,1514
	139,2576
	1514,3961
	2576,4042
	1514,4232
	1514,4774
	3961,8977
	1514,10710
	3961,12056
	4232,13540
