ParentId,ChildId
	0,1
	0,2
	0,4
	0,5
	1,30
	1,48
	1,50
	48,133
	133,815
	133,952
	133,1019
	50,1142
	133,1172
	133,1188
	133,1380
	133,1388
	133,1501
	133,2731
	815,3945
	133,3983
	1501,4115
	1380,4179
	133,4323
	815,4386
	133,4644
	133,4882
	952,6204
	4115,13679
	4179,13955
	815,14050
	2731,14481
	4179,14833
	3945,15312
	133,16777
	4179,19238
	14050,28849
	14481,33483
	13955,35069
	14481,35439
	13679,38534
